match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Total Passes,opponent Match Total Passes,Match Tackles,opponent Match Tackles,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Total Passes,opponent 1st half Total Passes,1st half Tackles,opponent 1st half Tackles,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Tackles,opponent 2nd half Tackles,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Red Cards,opponent Match Red Cards,1st half Red Cards,opponent 1st half Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
premier-league-2017-2018-2017-10-29-Leicester-Everton,premier-league,home,Leicester,Everton,29.10.2017,2,0,2017-2018,40%,60%,9,15,3,2,5,7,1,6,11,10,3,10,4,1,2,1,6,10,0.0,2.0,324,470,14,19,104.0,130.0,38.0,82.0,42%,58%,7,5,3,1,3,3,1,1,5,5,2,2,0,0,1,1,5,5,183,254,8,12,58.0,54.0,22.0,26.0,38%,62%,2,10,0,1,2,4,0,5,6,5,1,8,4,1,1,0,1,5,0.0,1.0,141,216,6,7,46.0,76.0,16.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-10-30-Burnley-Newcastle,premier-league,home,Burnley,Newcastle,30.10.2017,1,0,2017-2018,47%,53%,12,12,5,5,3,3,4,4,11,13,5,3,4,1,5,4,9,10,3.0,0.0,451,521,14,10,98.0,97.0,50.0,34.0,46%,54%,6,3,1,1,3,1,2,1,5,8,4,1,1,1,1,1,6,4,234,278,7,8,41.0,44.0,24.0,15.0,48%,52%,6,9,4,4,0,2,2,3,6,5,1,2,3,0,4,3,3,6,2.0,0.0,217,243,7,2,57.0,53.0,26.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-04-Huddersfield-West Brom,premier-league,home,Huddersfield,West Brom,04.11.2017,1,0,2017-2018,50%,50%,7,9,3,3,3,2,1,4,18,12,3,5,4,4,3,2,8,15,3.0,4.0,421,417,21,12,121.0,127.0,63.0,61.0,68%,32%,7,2,3,1,3,0,1,1,11,5,3,2,2,1,1,2,3,10,288,136,8,6,70.0,51.0,37.0,20.0,32%,68%,0,7,0,2,0,2,0,3,7,7,0,3,2,3,2,0,5,5,2.0,2.0,133,281,13,6,51.0,76.0,26.0,41.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-04-Newcastle-Bournemouth,premier-league,home,Newcastle,Bournemouth,04.11.2017,0,1,2017-2018,48%,52%,16,16,4,6,9,6,3,4,13,17,11,9,5,1,5,4,11,12,2.0,2.0,373,409,20,11,105.0,98.0,84.0,80.0,49%,51%,13,7,4,2,6,2,3,3,7,7,5,3,3,1,2,4,4,6,206,227,9,5,56.0,44.0,50.0,35.0,47%,53%,3,9,0,4,3,4,0,1,6,10,6,6,2,0,3,0,7,6,2.0,1.0,167,182,11,6,49.0,54.0,34.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-04-Southampton-Burnley,premier-league,home,Southampton,Burnley,04.11.2017,0,1,2017-2018,63%,37%,13,5,3,1,6,2,4,2,5,5,9,1,2,1,0,3,4,4,0.0,0.0,575,344,15,11,140.0,98.0,96.0,49.0,63%,37%,6,3,2,0,2,2,2,1,0,4,2,1,1,0,0,2,2,0,330,188,8,1,5.0,50.0,45.0,30.0,63%,37%,7,2,1,1,4,0,2,1,5,1,7,0,1,1,0,1,2,4,0.0,0.0,245,156,7,10,135.0,48.0,51.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-04-Stoke-Leicester,premier-league,home,Stoke,Leicester,04.11.2017,2,2,2017-2018,47%,53%,11,14,7,4,3,5,1,5,13,12,4,10,0,5,2,5,12,8,0.0,0.0,380,423,15,14,90.0,80.0,73.0,76.0,39%,61%,5,7,3,2,2,1,0,4,5,5,1,7,0,1,1,2,5,4,162,242,7,6,35.0,41.0,20.0,43.0,55%,45%,6,7,4,2,1,4,1,1,8,7,3,3,0,4,1,3,7,4,0.0,0.0,218,181,8,8,55.0,39.0,53.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-04-Swansea-Brighton,premier-league,home,Swansea,Brighton,04.11.2017,0,1,2017-2018,56%,44%,12,5,2,2,3,2,7,1,17,13,8,7,1,2,1,2,13,12,2.0,1.0,468,371,12,17,102.0,81.0,46.0,36.0,54%,46%,1,5,0,2,0,2,1,1,9,5,4,6,0,0,1,0,5,7,247,212,5,4,43.0,42.0,20.0,24.0,58%,42%,11,0,2,0,3,0,6,0,8,8,4,1,1,2,0,2,8,5,1.0,0.0,221,159,7,13,59.0,39.0,26.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-04-West Ham-Liverpool,premier-league,home,West Ham,Liverpool,04.11.2017,1,4,2017-2018,48%,52%,6,15,1,7,5,6,0,2,14,14,2,3,5,1,3,0,9,13,3.0,0.0,439,486,10,20,97.0,86.0,68.0,61.0,43%,57%,2,3,0,3,2,0,0,0,7,6,1,2,1,1,1,0,5,6,215,293,6,9,46.0,45.0,32.0,27.0,53%,47%,4,12,1,4,3,6,0,2,7,8,1,1,4,0,2,0,4,7,2.0,0.0,224,193,4,11,51.0,41.0,36.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-05-Chelsea-Manchester Utd,premier-league,home,Chelsea,Manchester Utd,05.11.2017,1,0,2017-2018,54%,46%,18,10,8,2,6,3,4,5,20,16,4,7,0,0,2,7,16,20,1.0,3.0,471,393,15,13,92.0,99.0,64.0,58.0,57%,43%,11,4,4,1,4,1,3,2,9,9,3,2,0,0,1,4,9,9,244,191,6,5,39.0,56.0,30.0,22.0,51%,49%,7,6,4,1,2,2,1,3,11,7,1,5,0,0,1,3,7,11,0.0,3.0,227,202,9,8,53.0,43.0,34.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-05-Everton-Watford,premier-league,home,Everton,Watford,05.11.2017,3,2,2017-2018,38%,62%,10,11,5,3,2,6,3,2,12,18,2,5,5,1,1,2,14,12,0.0,2.0,294,472,19,15,94.0,108.0,76.0,91.0,41%,59%,4,4,1,1,2,2,1,1,8,9,0,1,2,1,1,1,7,7,168,235,11,10,55.0,56.0,37.0,45.0,35%,65%,6,7,4,2,0,4,2,1,4,9,2,4,3,0,0,1,7,5,0.0,2.0,126,237,8,5,39.0,52.0,39.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-05-Manchester City-Arsenal,premier-league,home,Manchester City,Arsenal,05.11.2017,3,1,2017-2018,58%,42%,9,6,5,3,2,3,2,0,17,18,5,5,3,3,2,2,15,15,1.0,6.0,624,450,18,16,108.0,78.0,54.0,45.0,60%,40%,4,4,2,1,1,3,1,0,6,7,2,4,1,2,1,1,6,4,322,215,5,10,56.0,36.0,30.0,20.0,56%,44%,5,2,3,2,1,0,1,0,11,11,3,1,2,1,1,1,9,11,1.0,6.0,302,235,13,6,52.0,42.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-05-Tottenham-Crystal Palace,premier-league,home,Tottenham,Crystal Palace,05.11.2017,1,0,2017-2018,68%,32%,12,11,2,3,6,5,4,3,11,9,10,9,3,4,3,1,6,7,0.0,2.0,582,269,20,19,99.0,80.0,62.0,47.0,74%,26%,7,2,1,1,4,0,2,1,6,4,2,2,2,2,1,1,2,4,320,114,7,10,51.0,38.0,30.0,15.0,62%,38%,5,9,1,2,2,5,2,2,5,5,8,7,1,2,2,0,4,3,0.0,1.0,262,155,13,9,48.0,42.0,32.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-18-Arsenal-Tottenham,premier-league,home,Arsenal,Tottenham,18.11.2017,2,0,2017-2018,42%,58%,14,14,5,4,4,8,5,2,17,19,7,4,8,1,4,3,11,16,4.0,1.0,399,549,18,12,95.0,103.0,57.0,54.0,47%,53%,4,5,2,2,1,3,1,0,11,12,4,0,5,1,2,0,7,10,222,248,10,4,52.0,51.0,31.0,21.0,37%,63%,10,9,3,2,3,5,4,2,6,7,3,4,3,0,2,3,4,6,2.0,1.0,177,301,8,8,43.0,52.0,26.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-18-Bournemouth-Huddersfield,premier-league,home,Bournemouth,Huddersfield,18.11.2017,4,0,2017-2018,31%,69%,11,20,5,3,5,10,1,7,10,14,8,11,1,0,3,1,13,10,5.0,2.0,248,529,12,15,0.0,0.0,0.0,0.0,37%,63%,9,11,3,2,5,4,1,5,4,8,6,5,1,0,2,1,7,4,157,264,5,11,0.0,0.0,0.0,0.0,25%,75%,2,9,2,1,0,6,0,2,6,6,2,6,0,0,1,0,6,6,1.0,2.0,91,265,7,4,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-18-Burnley-Swansea,premier-league,home,Burnley,Swansea,18.11.2017,2,0,2017-2018,39%,61%,16,13,7,1,3,8,6,4,13,15,8,6,3,1,1,5,12,12,1.0,1.0,296,471,23,10,0.0,0.0,0.0,0.0,41%,59%,11,4,6,0,2,2,3,2,8,7,4,3,2,1,0,4,6,7,163,240,12,5,0.0,0.0,0.0,0.0,37%,63%,5,9,1,1,1,6,3,2,5,8,4,3,1,0,1,1,6,5,0.0,1.0,133,231,11,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-18-Crystal Palace-Everton,premier-league,home,Crystal Palace,Everton,18.11.2017,2,2,2017-2018,69%,31%,16,8,7,5,5,2,4,1,25,10,9,4,1,1,3,5,9,26,2.0,3.0,539,250,13,34,0.0,0.0,0.0,0.0,69%,31%,5,5,4,3,1,1,0,1,12,4,3,2,1,1,1,2,4,11,283,130,4,15,0.0,0.0,0.0,0.0,69%,31%,11,3,3,2,4,1,4,0,13,6,6,2,0,0,2,3,5,15,1.0,1.0,256,120,9,19,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-18-Leicester-Manchester City,premier-league,home,Leicester,Manchester City,18.11.2017,0,2,2017-2018,25%,75%,2,12,0,4,1,6,1,2,11,11,1,7,3,1,2,0,8,10,1.0,1.0,266,784,11,14,0.0,0.0,0.0,0.0,25%,75%,0,6,0,2,0,4,0,0,5,4,1,4,1,1,1,0,3,4,120,342,6,6,0.0,0.0,0.0,0.0,25%,75%,2,6,0,2,1,2,1,2,6,7,0,3,2,0,1,0,5,6,1.0,0.0,146,442,5,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-18-Liverpool-Southampton,premier-league,home,Liverpool,Southampton,18.11.2017,3,0,2017-2018,61%,39%,21,5,8,0,6,3,7,2,11,17,10,2,2,2,0,5,15,9,1.0,1.0,562,357,11,27,0.0,0.0,0.0,0.0,59%,41%,11,2,5,0,2,1,4,1,9,7,5,1,1,2,0,3,6,7,273,188,8,14,0.0,0.0,0.0,0.0,63%,37%,10,3,3,0,4,2,3,1,2,10,5,1,1,0,0,2,9,2,0.0,1.0,289,169,3,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-18-Manchester Utd-Newcastle,premier-league,home,Manchester Utd,Newcastle,18.11.2017,4,1,2017-2018,65%,35%,16,12,7,5,6,6,3,1,10,11,11,4,1,1,4,3,10,9,1.0,1.0,617,345,15,17,95.0,74.0,71.0,39.0,65%,35%,9,9,3,4,4,4,2,1,5,4,6,3,0,1,3,1,4,4,286,158,9,6,0.0,0.0,0.0,0.0,65%,35%,7,3,4,1,2,2,1,0,5,7,5,1,1,0,1,2,6,5,1.0,0.0,331,187,6,11,95.0,74.0,71.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-18-West Brom-Chelsea,premier-league,home,West Brom,Chelsea,18.11.2017,0,4,2017-2018,39%,61%,7,11,2,7,5,2,0,2,13,16,3,4,3,1,3,2,13,12,2.0,3.0,378,610,18,14,0.0,0.0,0.0,0.0,39%,61%,3,6,1,4,2,1,0,1,6,5,2,1,2,0,1,1,2,6,203,320,11,6,0.0,0.0,0.0,0.0,39%,61%,4,5,1,3,3,1,0,1,7,11,1,3,1,1,2,1,11,6,2.0,2.0,175,290,7,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-19-Watford-West Ham,premier-league,home,Watford,West Ham,19.11.2017,2,0,2017-2018,59%,41%,17,10,7,6,8,4,2,0,13,13,3,1,0,3,6,5,13,10,1.0,4.0,614,434,13,7,0.0,0.0,0.0,0.0,56%,44%,8,6,2,5,5,1,1,0,9,6,0,1,0,2,5,1,6,7,243,209,7,3,0.0,0.0,0.0,0.0,62%,38%,9,4,5,1,3,3,1,0,4,7,3,0,0,1,1,4,7,3,0.0,1.0,371,225,6,4,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-20-Brighton-Stoke,premier-league,home,Brighton,Stoke,20.11.2017,2,2,2017-2018,54%,46%,9,13,3,6,6,2,0,5,7,15,6,7,3,1,4,1,13,6,1.0,0.0,462,396,14,10,0.0,0.0,0.0,0.0,50%,50%,6,9,2,4,4,1,0,4,4,6,0,5,1,0,2,1,6,4,227,217,7,2,0.0,0.0,0.0,0.0,58%,42%,3,4,1,2,2,1,0,1,3,9,6,2,2,1,2,0,7,2,0.0,0.0,235,179,7,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-24-West Ham-Leicester,premier-league,home,West Ham,Leicester,24.11.2017,1,1,2017-2018,49%,51%,8,7,4,2,3,5,1,0,13,9,5,5,0,1,1,3,9,12,1.0,1.0,381,404,16,24,89.0,100.0,77.0,64.0,52%,48%,4,5,3,2,1,3,0,0,7,2,2,2,0,1,1,2,2,6,214,208,5,10,49.0,47.0,47.0,24.0,46%,54%,4,2,1,0,2,2,1,0,6,7,3,3,0,0,0,1,7,6,1.0,1.0,167,196,11,14,40.0,53.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-25-Crystal Palace-Stoke,premier-league,home,Crystal Palace,Stoke,25.11.2017,2,1,2017-2018,54%,46%,10,10,5,3,2,5,3,2,7,11,5,2,2,1,2,3,9,6,1.0,1.0,492,424,27,19,100.0,94.0,49.0,38.0,53%,47%,4,6,1,1,1,3,2,2,2,2,0,1,0,0,1,1,2,2,278,238,13,8,49.0,46.0,15.0,24.0,55%,45%,6,4,4,2,1,2,1,0,5,9,5,1,2,1,1,2,7,4,1.0,1.0,214,186,14,11,51.0,48.0,34.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-25-Liverpool-Chelsea,premier-league,home,Liverpool,Chelsea,25.11.2017,1,1,2017-2018,53%,47%,16,11,4,3,3,5,9,3,12,10,7,8,0,5,2,3,10,7,0.0,0.0,585,500,17,23,107.0,84.0,66.0,53.0,64%,36%,6,7,0,2,3,2,3,3,4,5,0,5,0,0,2,0,5,4,337,183,10,12,63.0,35.0,32.0,23.0,42%,58%,10,4,4,1,0,3,6,0,8,5,7,3,0,5,0,3,5,3,0.0,0.0,248,317,7,11,44.0,49.0,34.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-25-Manchester Utd-Brighton,premier-league,home,Manchester Utd,Brighton,25.11.2017,1,0,2017-2018,58%,42%,16,8,5,2,7,3,4,3,10,11,5,0,2,1,2,4,9,9,0.0,2.0,549,367,9,21,109.0,80.0,74.0,41.0,60%,40%,7,2,3,2,2,0,2,0,5,7,2,0,1,0,2,3,6,5,312,208,1,12,57.0,34.0,38.0,15.0,56%,44%,9,6,2,0,5,3,2,3,5,4,3,0,1,1,0,1,3,4,0.0,2.0,237,159,8,9,52.0,46.0,36.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-25-Newcastle-Watford,premier-league,home,Newcastle,Watford,25.11.2017,0,3,2017-2018,53%,47%,12,12,2,4,5,7,5,1,14,12,6,3,4,1,1,2,8,13,1.0,2.0,481,435,10,5,112.0,84.0,98.0,70.0,53%,47%,7,5,1,2,3,3,3,0,6,5,3,3,3,1,0,1,2,5,213,187,10,5,47.0,44.0,45.0,37.0,53%,47%,5,7,1,2,2,4,2,1,8,7,3,0,1,0,1,1,6,8,0.0,1.0,268,248,0,0,65.0,40.0,53.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-25-Swansea-Bournemouth,premier-league,home,Swansea,Bournemouth,25.11.2017,0,0,2017-2018,48%,52%,10,9,1,5,6,2,3,2,8,21,4,5,3,1,5,1,18,6,4.0,2.0,400,423,16,14,92.0,101.0,76.0,74.0,45%,55%,5,5,0,4,4,0,1,1,4,14,0,3,3,1,4,0,11,2,240,277,5,8,46.0,63.0,29.0,46.0,51%,49%,5,4,1,1,2,2,2,1,4,7,4,2,0,0,1,1,7,4,4.0,2.0,160,146,11,6,46.0,38.0,47.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-25-Tottenham-West Brom,premier-league,home,Tottenham,West Brom,25.11.2017,1,1,2017-2018,73%,27%,23,5,5,2,9,3,9,0,18,12,8,0,2,6,1,4,10,13,1.0,4.0,667,252,15,19,164.0,118.0,143.0,37.0,68%,32%,10,2,2,1,5,1,3,0,7,6,5,0,1,2,0,2,5,5,348,165,6,9,87.0,58.0,70.0,16.0,78%,22%,13,3,3,1,4,2,6,0,11,6,3,0,1,4,1,2,5,8,1.0,3.0,319,87,9,10,77.0,60.0,73.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-11-26-Burnley-Arsenal,premier-league,home,Burnley,Arsenal,26.11.2017,0,1,2017-2018,36%,64%,8,17,2,2,3,8,3,7,18,11,5,5,4,3,1,2,8,14,2.0,0.0,350,637,14,12,84.0,123.0,69.0,93.0,44%,56%,4,8,1,0,2,6,1,2,12,4,5,3,2,3,0,1,2,9,204,261,9,6,45.0,55.0,43.0,36.0,28%,72%,4,9,1,2,1,2,2,5,6,7,0,2,2,0,1,1,6,5,0.0,0.0,146,376,5,6,39.0,68.0,26.0,57.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
