match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,Match Red Cards,opponent Match Red Cards,Match Yellow Cards,opponent Match Yellow Cards,2nd half Red Cards,opponent 2nd half Red Cards,2nd half Yellow Cards,opponent 2nd half Yellow Cards,1st half Red Cards,opponent 1st half Red Cards,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Tackles,opponent Match Tackles,1st half Tackles,opponent 1st half Tackles,2nd half Tackles,opponent 2nd half Tackles
serie-a-2017-2018-2017-09-10-Bologna-Napoli,serie-a,home,Bologna,Napoli,10.09.2017,0,3,2017-2018,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-10-Cagliari-Crotone,serie-a,home,Cagliari,Crotone,10.09.2017,1,0,2017-2018,61%,39%,13.0,9.0,4.0,2.0,7.0,4.0,2.0,3.0,17.0,18.0,6.0,4.0,2.0,1.0,2.0,3.0,17.0,15.0,119.0,103.0,72.0,64.0,69%,31%,8.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,7.0,11.0,4.0,0.0,1.0,0.0,1.0,2.0,10.0,7.0,61.0,47.0,38.0,30.0,53%,47%,5.0,5.0,1.0,1.0,4.0,3.0,0.0,1.0,10.0,7.0,2.0,4.0,1.0,1.0,1.0,1.0,7.0,8.0,58.0,56.0,34.0,34.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-10-Inter-Spal,serie-a,home,Inter,Spal,10.09.2017,2,0,2017-2018,64%,36%,19.0,9.0,7.0,1.0,7.0,5.0,5.0,3.0,14.0,15.0,8.0,5.0,1.0,2.0,1.0,5.0,14.0,13.0,118.0,78.0,105.0,54.0,62%,38%,8.0,5.0,4.0,0.0,3.0,3.0,1.0,2.0,6.0,6.0,3.0,1.0,0.0,1.0,0.0,3.0,6.0,6.0,49.0,38.0,49.0,21.0,66%,34%,11.0,4.0,3.0,1.0,4.0,2.0,4.0,1.0,8.0,9.0,5.0,4.0,1.0,1.0,1.0,2.0,8.0,7.0,69.0,40.0,56.0,33.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-10-Lazio-AC Milan,serie-a,home,Lazio,AC Milan,10.09.2017,4,1,2017-2018,40%,60%,11.0,17.0,7.0,6.0,2.0,4.0,2.0,7.0,11.0,16.0,3.0,5.0,3.0,2.0,5.0,3.0,14.0,12.0,87.0,147.0,51.0,113.0,45%,55%,5.0,6.0,3.0,2.0,0.0,2.0,2.0,2.0,6.0,8.0,3.0,0.0,1.0,2.0,2.0,1.0,6.0,7.0,50.0,72.0,33.0,37.0,35%,65%,6.0,11.0,4.0,4.0,2.0,2.0,0.0,5.0,5.0,8.0,0.0,5.0,2.0,0.0,3.0,2.0,8.0,5.0,37.0,75.0,18.0,76.0,1.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-10-Udinese-Genoa,serie-a,home,Udinese,Genoa,10.09.2017,1,0,2017-2018,40%,60%,14.0,14.0,5.0,2.0,7.0,5.0,2.0,7.0,19.0,12.0,1.0,8.0,0.0,1.0,2.0,4.0,12.0,17.0,101.0,116.0,55.0,83.0,41%,59%,10.0,4.0,2.0,0.0,6.0,0.0,2.0,4.0,8.0,6.0,0.0,5.0,0.0,1.0,0.0,1.0,5.0,8.0,45.0,58.0,21.0,41.0,39%,61%,4.0,10.0,3.0,2.0,1.0,5.0,0.0,3.0,11.0,6.0,1.0,3.0,0.0,0.0,2.0,3.0,7.0,9.0,56.0,58.0,34.0,42.0,1.0,1.0,4.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-10-Verona-Fiorentina,serie-a,home,Verona,Fiorentina,10.09.2017,0,5,2017-2018,45%,55%,14.0,20.0,2.0,10.0,9.0,8.0,3.0,2.0,15.0,12.0,8.0,6.0,0.0,3.0,5.0,2.0,12.0,11.0,106.0,118.0,78.0,88.0,39%,61%,5.0,10.0,0.0,8.0,3.0,1.0,2.0,1.0,5.0,7.0,3.0,5.0,0.0,1.0,5.0,0.0,8.0,3.0,54.0,64.0,35.0,44.0,51%,49%,9.0,10.0,2.0,2.0,6.0,7.0,1.0,1.0,10.0,5.0,5.0,1.0,0.0,2.0,0.0,2.0,4.0,8.0,52.0,54.0,43.0,44.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-16-AS Roma-Verona,serie-a,home,AS Roma,Verona,16.09.2017,3,0,2017-2018,64%,36%,30.0,8.0,10.0,0.0,10.0,6.0,10.0,2.0,16.0,7.0,6.0,1.0,0.0,6.0,0.0,7.0,7.0,12.0,119.0,74.0,110.0,52.0,61%,39%,12.0,5.0,4.0,0.0,4.0,4.0,4.0,1.0,7.0,4.0,3.0,0.0,0.0,2.0,0.0,2.0,4.0,7.0,53.0,41.0,58.0,23.0,67%,33%,18.0,3.0,6.0,0.0,6.0,2.0,6.0,1.0,9.0,3.0,3.0,1.0,0.0,4.0,0.0,5.0,3.0,5.0,66.0,33.0,52.0,29.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-16-Crotone-Inter,serie-a,home,Crotone,Inter,16.09.2017,0,2,2017-2018,32%,68%,12.0,7.0,4.0,3.0,4.0,3.0,4.0,1.0,8.0,13.0,8.0,5.0,2.0,2.0,1.0,4.0,10.0,6.0,94.0,107.0,75.0,79.0,27%,73%,6.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,6.0,3.0,1.0,0.0,2.0,1.0,2.0,5.0,3.0,47.0,57.0,37.0,34.0,37%,63%,6.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,7.0,5.0,4.0,2.0,0.0,0.0,2.0,5.0,3.0,47.0,50.0,38.0,45.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-16-Fiorentina-Bologna,serie-a,home,Fiorentina,Bologna,16.09.2017,2,1,2017-2018,57%,43%,15.0,6.0,3.0,2.0,9.0,4.0,3.0,0.0,10.0,17.0,7.0,3.0,1.0,2.0,1.0,1.0,16.0,8.0,155.0,128.0,100.0,65.0,57%,43%,6.0,3.0,1.0,1.0,4.0,2.0,1.0,0.0,6.0,5.0,3.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,85.0,62.0,54.0,18.0,57%,43%,9.0,3.0,2.0,1.0,5.0,2.0,2.0,0.0,4.0,12.0,4.0,3.0,1.0,1.0,0.0,0.0,11.0,3.0,70.0,66.0,46.0,47.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-17-AC Milan-Udinese,serie-a,home,AC Milan,Udinese,17.09.2017,2,1,2017-2018,58%,42%,21.0,4.0,7.0,2.0,10.0,2.0,4.0,0.0,12.0,17.0,10.0,3.0,5.0,2.0,1.0,5.0,13.0,10.0,128.0,98.0,84.0,46.0,67%,33%,8.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,8.0,8.0,2.0,0.0,2.0,1.0,0.0,2.0,6.0,7.0,65.0,37.0,35.0,15.0,49%,51%,13.0,3.0,3.0,1.0,6.0,2.0,4.0,0.0,4.0,9.0,8.0,3.0,3.0,1.0,1.0,3.0,7.0,3.0,63.0,61.0,49.0,31.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-17-Chievo-Atalanta,serie-a,home,Chievo,Atalanta,17.09.2017,1,1,2017-2018,34%,66%,15.0,10.0,4.0,6.0,8.0,3.0,3.0,1.0,14.0,14.0,6.0,5.0,2.0,2.0,5.0,3.0,13.0,11.0,123.0,178.0,74.0,105.0,38%,62%,9.0,3.0,1.0,2.0,6.0,1.0,2.0,0.0,7.0,9.0,4.0,4.0,2.0,1.0,2.0,1.0,7.0,5.0,59.0,91.0,40.0,46.0,30%,70%,6.0,7.0,3.0,4.0,2.0,2.0,1.0,1.0,7.0,5.0,2.0,1.0,0.0,1.0,3.0,2.0,6.0,6.0,64.0,87.0,34.0,59.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-17-Genoa-Lazio,serie-a,home,Genoa,Lazio,17.09.2017,2,3,2017-2018,45%,55%,5.0,18.0,4.0,6.0,1.0,9.0,0.0,3.0,13.0,12.0,2.0,1.0,3.0,0.0,3.0,2.0,10.0,12.0,83.0,115.0,69.0,75.0,44%,56%,0.0,9.0,0.0,3.0,0.0,3.0,0.0,3.0,6.0,10.0,1.0,0.0,2.0,0.0,2.0,0.0,9.0,5.0,33.0,60.0,32.0,35.0,46%,54%,5.0,9.0,4.0,3.0,1.0,6.0,0.0,0.0,7.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,7.0,50.0,55.0,37.0,40.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-17-Napoli-Benevento,serie-a,home,Napoli,Benevento,17.09.2017,6,0,2017-2018,72%,28%,27.0,6.0,14.0,0.0,5.0,5.0,8.0,1.0,8.0,11.0,8.0,1.0,3.0,3.0,0.0,8.0,6.0,7.0,167.0,61.0,120.0,34.0,73%,27%,16.0,2.0,7.0,0.0,4.0,2.0,5.0,0.0,4.0,8.0,5.0,1.0,2.0,1.0,0.0,3.0,4.0,3.0,77.0,38.0,55.0,19.0,71%,29%,11.0,4.0,7.0,0.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,0.0,1.0,2.0,0.0,5.0,2.0,4.0,90.0,23.0,65.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-17-Sassuolo-Juventus,serie-a,home,Sassuolo,Juventus,17.09.2017,1,3,2017-2018,38%,62%,13.0,14.0,4.0,6.0,6.0,5.0,3.0,3.0,16.0,16.0,3.0,4.0,2.0,1.0,3.0,3.0,15.0,14.0,78.0,116.0,62.0,95.0,34%,66%,4.0,6.0,1.0,3.0,2.0,2.0,1.0,1.0,10.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,7.0,42.0,70.0,27.0,54.0,42%,58%,9.0,8.0,3.0,3.0,4.0,3.0,2.0,2.0,6.0,12.0,2.0,1.0,1.0,0.0,1.0,2.0,11.0,7.0,36.0,46.0,35.0,41.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-17-Spal-Cagliari,serie-a,home,Spal,Cagliari,17.09.2017,0,2,2017-2018,49%,51%,12.0,11.0,3.0,3.0,4.0,6.0,5.0,2.0,21.0,13.0,7.0,4.0,1.0,1.0,1.0,3.0,12.0,21.0,100.0,89.0,96.0,61.0,41%,59%,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,10.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,10.0,48.0,56.0,36.0,28.0,57%,43%,10.0,8.0,3.0,2.0,3.0,5.0,4.0,1.0,11.0,6.0,5.0,3.0,1.0,0.0,1.0,3.0,5.0,11.0,52.0,33.0,60.0,33.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-17-Torino-Sampdoria,serie-a,home,Torino,Sampdoria,17.09.2017,2,2,2017-2018,48%,52%,13.0,11.0,3.0,5.0,7.0,6.0,3.0,0.0,16.0,21.0,3.0,6.0,7.0,1.0,3.0,1.0,14.0,15.0,106.0,103.0,68.0,55.0,41%,59%,7.0,7.0,3.0,3.0,3.0,4.0,1.0,0.0,4.0,8.0,1.0,4.0,1.0,0.0,1.0,1.0,7.0,4.0,41.0,60.0,30.0,37.0,55%,45%,6.0,4.0,0.0,2.0,4.0,2.0,2.0,0.0,12.0,13.0,2.0,2.0,6.0,1.0,2.0,0.0,7.0,11.0,65.0,43.0,38.0,18.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-19-Bologna-Inter,serie-a,home,Bologna,Inter,19.09.2017,1,1,2017-2018,42%,58%,14.0,10.0,3.0,3.0,8.0,4.0,3.0,3.0,23.0,12.0,4.0,11.0,1.0,4.0,2.0,2.0,12.0,18.0,99.0,110.0,63.0,93.0,46%,54%,10.0,3.0,3.0,0.0,5.0,2.0,2.0,1.0,9.0,5.0,2.0,1.0,0.0,1.0,0.0,2.0,5.0,8.0,51.0,59.0,30.0,44.0,38%,62%,4.0,7.0,0.0,3.0,3.0,2.0,1.0,2.0,14.0,7.0,2.0,10.0,1.0,3.0,2.0,0.0,7.0,10.0,48.0,51.0,33.0,49.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-20-AC Milan-Spal,serie-a,home,AC Milan,Spal,20.09.2017,2,0,2017-2018,58%,42%,19.0,7.0,7.0,1.0,7.0,4.0,5.0,2.0,16.0,20.0,9.0,8.0,0.0,5.0,1.0,5.0,19.0,15.0,118.0,100.0,81.0,61.0,64%,36%,13.0,2.0,5.0,1.0,4.0,0.0,4.0,1.0,5.0,8.0,7.0,3.0,0.0,1.0,1.0,4.0,8.0,5.0,59.0,42.0,44.0,23.0,52%,48%,6.0,5.0,2.0,0.0,3.0,4.0,1.0,1.0,11.0,12.0,2.0,5.0,0.0,4.0,0.0,1.0,11.0,10.0,59.0,58.0,37.0,38.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-20-Atalanta-Crotone,serie-a,home,Atalanta,Crotone,20.09.2017,5,1,2017-2018,61%,39%,14.0,8.0,11.0,5.0,2.0,2.0,1.0,1.0,19.0,6.0,4.0,2.0,1.0,1.0,4.0,6.0,5.0,19.0,189.0,131.0,105.0,60.0,58%,42%,8.0,4.0,6.0,2.0,2.0,2.0,0.0,0.0,9.0,3.0,2.0,2.0,0.0,1.0,2.0,3.0,3.0,8.0,94.0,75.0,42.0,41.0,64%,36%,6.0,4.0,5.0,3.0,0.0,0.0,1.0,1.0,10.0,3.0,2.0,0.0,1.0,0.0,2.0,3.0,2.0,11.0,95.0,56.0,63.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-20-Benevento-AS Roma,serie-a,home,Benevento,AS Roma,20.09.2017,0,4,2017-2018,37%,63%,16.0,21.0,5.0,7.0,7.0,9.0,4.0,5.0,11.0,12.0,2.0,9.0,3.0,3.0,3.0,5.0,10.0,8.0,84.0,141.0,60.0,104.0,41%,59%,7.0,14.0,2.0,5.0,4.0,6.0,1.0,3.0,3.0,6.0,2.0,3.0,1.0,2.0,3.0,2.0,7.0,1.0,52.0,64.0,38.0,47.0,33%,67%,9.0,7.0,3.0,2.0,3.0,3.0,3.0,2.0,8.0,6.0,0.0,6.0,2.0,1.0,0.0,3.0,3.0,7.0,32.0,77.0,22.0,57.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-20-Cagliari-Sassuolo,serie-a,home,Cagliari,Sassuolo,20.09.2017,0,1,2017-2018,56%,44%,17.0,14.0,3.0,6.0,8.0,4.0,6.0,4.0,15.0,22.0,5.0,2.0,2.0,3.0,5.0,3.0,21.0,12.0,136.0,130.0,62.0,64.0,57%,43%,5.0,8.0,0.0,4.0,4.0,2.0,1.0,2.0,6.0,12.0,1.0,1.0,0.0,2.0,4.0,0.0,12.0,4.0,68.0,64.0,27.0,32.0,55%,45%,12.0,6.0,3.0,2.0,4.0,2.0,5.0,2.0,9.0,10.0,4.0,1.0,2.0,1.0,1.0,3.0,9.0,8.0,68.0,66.0,35.0,32.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-20-Genoa-Chievo,serie-a,home,Genoa,Chievo,20.09.2017,1,1,2017-2018,52%,48%,11.0,16.0,2.0,7.0,4.0,5.0,5.0,4.0,7.0,21.0,6.0,2.0,2.0,0.0,6.0,1.0,19.0,7.0,113.0,96.0,77.0,76.0,56%,44%,4.0,4.0,1.0,2.0,1.0,0.0,2.0,2.0,4.0,10.0,4.0,0.0,0.0,0.0,2.0,1.0,10.0,3.0,63.0,47.0,41.0,36.0,48%,52%,7.0,12.0,1.0,5.0,3.0,5.0,3.0,2.0,3.0,11.0,2.0,2.0,2.0,0.0,4.0,0.0,9.0,4.0,50.0,49.0,36.0,40.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-20-Juventus-Fiorentina,serie-a,home,Juventus,Fiorentina,20.09.2017,1,0,2017-2018,60%,40%,12.0,10.0,5.0,0.0,2.0,6.0,5.0,4.0,24.0,13.0,3.0,1.0,3.0,1.0,0.0,4.0,10.0,23.0,149.0,89.0,70.0,49.0,65%,35%,4.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,12.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,11.0,82.0,36.0,38.0,19.0,55%,45%,8.0,8.0,5.0,0.0,1.0,5.0,2.0,3.0,12.0,5.0,2.0,1.0,2.0,0.0,0.0,4.0,3.0,12.0,67.0,53.0,32.0,30.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-20-Lazio-Napoli,serie-a,home,Lazio,Napoli,20.09.2017,1,4,2017-2018,37%,63%,4.0,17.0,2.0,11.0,2.0,4.0,0.0,2.0,13.0,8.0,3.0,2.0,0.0,0.0,7.0,1.0,9.0,13.0,78.0,139.0,49.0,89.0,45%,55%,3.0,6.0,2.0,2.0,1.0,3.0,0.0,1.0,9.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,9.0,40.0,78.0,21.0,48.0,29%,71%,1.0,11.0,0.0,9.0,1.0,1.0,0.0,1.0,4.0,4.0,2.0,1.0,0.0,0.0,5.0,0.0,5.0,4.0,38.0,61.0,28.0,41.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-20-Udinese-Torino,serie-a,home,Udinese,Torino,20.09.2017,2,3,2017-2018,49%,51%,16.0,13.0,6.0,8.0,6.0,4.0,4.0,1.0,16.0,18.0,11.0,1.0,0.0,4.0,5.0,4.0,17.0,13.0,144.0,134.0,118.0,88.0,46%,54%,5.0,5.0,1.0,2.0,4.0,3.0,0.0,0.0,10.0,8.0,4.0,0.0,0.0,1.0,0.0,1.0,7.0,9.0,75.0,67.0,55.0,44.0,52%,48%,11.0,8.0,5.0,6.0,2.0,1.0,4.0,1.0,6.0,10.0,7.0,1.0,0.0,3.0,5.0,3.0,10.0,4.0,69.0,67.0,63.0,44.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-20-Verona-Sampdoria,serie-a,home,Verona,Sampdoria,20.09.2017,0,0,2017-2018,37%,63%,14.0,17.0,5.0,7.0,7.0,7.0,2.0,3.0,7.0,17.0,4.0,7.0,1.0,3.0,7.0,5.0,17.0,6.0,70.0,89.0,44.0,74.0,35%,65%,7.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,5.0,8.0,4.0,5.0,0.0,1.0,2.0,4.0,8.0,5.0,34.0,42.0,25.0,34.0,39%,61%,7.0,12.0,1.0,5.0,5.0,5.0,1.0,2.0,2.0,9.0,0.0,2.0,1.0,2.0,5.0,1.0,9.0,1.0,36.0,47.0,19.0,40.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-23-AS Roma-Udinese,serie-a,home,AS Roma,Udinese,23.09.2017,3,1,2017-2018,61%,39%,19.0,14.0,8.0,5.0,6.0,5.0,5.0,4.0,11.0,11.0,5.0,8.0,2.0,2.0,4.0,5.0,9.0,10.0,108.0,97.0,82.0,46.0,53%,47%,10.0,5.0,6.0,3.0,1.0,1.0,3.0,1.0,7.0,5.0,1.0,4.0,1.0,0.0,3.0,3.0,4.0,7.0,52.0,52.0,38.0,21.0,69%,31%,9.0,9.0,2.0,2.0,5.0,4.0,2.0,3.0,4.0,6.0,4.0,4.0,1.0,2.0,1.0,2.0,5.0,3.0,56.0,45.0,44.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-23-Juventus-Torino,serie-a,home,Juventus,Torino,23.09.2017,4,0,2017-2018,66%,34%,23.0,6.0,10.0,1.0,10.0,3.0,3.0,2.0,14.0,16.0,6.0,3.0,0.0,1.0,1.0,6.0,16.0,12.0,137.0,91.0,79.0,30.0,61%,39%,7.0,4.0,3.0,0.0,3.0,2.0,1.0,2.0,8.0,10.0,1.0,2.0,0.0,1.0,0.0,1.0,10.0,7.0,66.0,54.0,33.0,17.0,71%,29%,16.0,2.0,7.0,1.0,7.0,1.0,2.0,0.0,6.0,6.0,5.0,1.0,0.0,0.0,1.0,5.0,6.0,5.0,71.0,37.0,46.0,13.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-23-Spal-Napoli,serie-a,home,Spal,Napoli,23.09.2017,2,3,2017-2018,40%,60%,6.0,21.0,2.0,12.0,2.0,4.0,2.0,5.0,12.0,13.0,4.0,6.0,4.0,0.0,9.0,0.0,9.0,11.0,70.0,130.0,46.0,111.0,43%,57%,4.0,7.0,1.0,5.0,1.0,1.0,2.0,1.0,6.0,5.0,2.0,3.0,2.0,0.0,4.0,0.0,3.0,5.0,37.0,69.0,22.0,55.0,37%,63%,2.0,14.0,1.0,7.0,1.0,3.0,0.0,4.0,6.0,8.0,2.0,3.0,2.0,0.0,5.0,0.0,6.0,6.0,33.0,61.0,24.0,56.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-09-24-Cagliari-Chievo,serie-a,home,Cagliari,Chievo,24.09.2017,0,2,2017-2018,54%,46%,15.0,16.0,3.0,4.0,5.0,7.0,7.0,5.0,20.0,27.0,6.0,2.0,2.0,4.0,2.0,3.0,25.0,17.0,116.0,97.0,58.0,58.0,49%,51%,9.0,7.0,2.0,1.0,2.0,2.0,5.0,4.0,10.0,12.0,4.0,0.0,1.0,3.0,1.0,2.0,11.0,6.0,45.0,49.0,28.0,32.0,59%,41%,6.0,9.0,1.0,3.0,3.0,5.0,2.0,1.0,10.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,14.0,11.0,71.0,48.0,30.0,26.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
