match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Total Passes,opponent Match Total Passes,Match Completed Passes,opponent Match Completed Passes,Match Tackles,opponent Match Tackles,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Yellow Cards,opponent 1st half Yellow Cards,1st half Total Passes,opponent 1st half Total Passes,1st half Completed Passes,opponent 1st half Completed Passes,1st half Tackles,opponent 1st half Tackles,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Completed Passes,opponent 2nd half Completed Passes,2nd half Tackles,opponent 2nd half Tackles,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,2nd half Yellow Cards,opponent 2nd half Yellow Cards,Match Red Cards,opponent Match Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,1st half Red Cards,opponent 1st half Red Cards
bundesliga-2018-2019-2018-12-19-Freiburg-Hannover,bundesliga,home,Freiburg,Hannover,19.12.2018,1,1,2018-2019,47%,53%,14.0,18.0,7.0,3.0,5.0,15.0,2.0,0.0,15.0,14.0,5.0,2.0,2.0,0.0,2.0,6.0,13.0,14.0,0.0,2.0,407.0,463.0,314.0,376.0,22.0,15.0,116.0,112.0,37.0,46.0,42%,58%,5.0,9.0,3.0,2.0,1.0,7.0,1.0,0.0,10.0,6.0,2.0,2.0,1.0,0.0,1.0,2.0,6.0,10.0,0.0,1.0,183.0,257.0,141.0,221.0,10.0,5.0,51.0,65.0,8.0,21.0,52%,48%,9.0,9.0,4.0,1.0,4.0,8.0,1.0,0.0,5.0,8.0,3.0,0.0,1.0,0.0,1.0,4.0,7.0,4.0,224.0,206.0,173.0,155.0,12.0,10.0,65.0,47.0,29.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-19-Mainz-Eintracht Frankfurt,bundesliga,home,Mainz,Eintracht Frankfurt,19.12.2018,2,2,2018-2019,50%,50%,17.0,12.0,6.0,4.0,6.0,6.0,5.0,2.0,17.0,16.0,3.0,2.0,3.0,2.0,2.0,4.0,13.0,15.0,3.0,3.0,406.0,402.0,303.0,322.0,12.0,16.0,108.0,110.0,51.0,24.0,44%,56%,11.0,9.0,4.0,2.0,4.0,6.0,3.0,1.0,10.0,7.0,2.0,2.0,1.0,1.0,0.0,2.0,6.0,9.0,0.0,0.0,159.0,199.0,108.0,147.0,5.0,6.0,52.0,52.0,18.0,11.0,56%,44%,6.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,7.0,9.0,1.0,0.0,2.0,1.0,2.0,2.0,7.0,6.0,247.0,203.0,195.0,175.0,7.0,10.0,56.0,58.0,33.0,13.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-19-Schalke-Bayer Leverkusen,bundesliga,home,Schalke,Bayer Leverkusen,19.12.2018,1,2,2018-2019,55%,45%,18.0,8.0,4.0,5.0,11.0,3.0,3.0,0.0,20.0,21.0,7.0,1.0,4.0,0.0,3.0,3.0,14.0,19.0,4.0,4.0,515.0,427.0,451.0,342.0,21.0,30.0,162.0,84.0,68.0,23.0,53%,47%,8.0,6.0,3.0,4.0,5.0,2.0,0.0,0.0,9.0,8.0,3.0,1.0,1.0,0.0,2.0,2.0,5.0,10.0,1.0,0.0,271.0,238.0,227.0,196.0,6.0,12.0,69.0,45.0,35.0,7.0,57%,43%,10.0,2.0,1.0,1.0,6.0,1.0,3.0,0.0,11.0,13.0,4.0,0.0,3.0,0.0,1.0,1.0,9.0,9.0,244.0,189.0,224.0,146.0,15.0,18.0,93.0,39.0,33.0,16.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-19-Werder Bremen-Hoffenheim,bundesliga,home,Werder Bremen,Hoffenheim,19.12.2018,1,1,2018-2019,51%,49%,26.0,14.0,5.0,4.0,11.0,6.0,10.0,4.0,16.0,9.0,6.0,3.0,1.0,4.0,3.0,4.0,7.0,13.0,0.0,1.0,534.0,512.0,438.0,423.0,24.0,25.0,166.0,157.0,70.0,47.0,51%,49%,9.0,10.0,1.0,2.0,4.0,6.0,4.0,2.0,8.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,7.0,0.0,1.0,268.0,249.0,206.0,192.0,9.0,11.0,75.0,74.0,28.0,15.0,51%,49%,17.0,4.0,4.0,2.0,7.0,0.0,6.0,2.0,8.0,1.0,4.0,2.0,0.0,3.0,2.0,3.0,1.0,6.0,266.0,263.0,232.0,231.0,15.0,14.0,91.0,83.0,42.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-21-Dortmund-B. Monchengladbach,bundesliga,home,Dortmund,B. Monchengladbach,21.12.2018,2,1,2018-2019,54%,46%,12.0,3.0,4.0,2.0,6.0,0.0,2.0,1.0,15.0,7.0,4.0,2.0,2.0,3.0,1.0,2.0,5.0,12.0,0.0,1.0,692.0,585.0,631.0,522.0,17.0,13.0,126.0,91.0,56.0,30.0,55%,45%,6.0,3.0,3.0,2.0,3.0,0.0,0.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0,357.0,289.0,329.0,267.0,9.0,4.0,59.0,32.0,27.0,13.0,53%,47%,6.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,10.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,8.0,335.0,296.0,302.0,255.0,8.0,9.0,67.0,59.0,29.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-22-Bayer Leverkusen-Hertha Berlin,bundesliga,home,Bayer Leverkusen,Hertha Berlin,22.12.2018,3,1,2018-2019,57%,43%,15.0,13.0,7.0,8.0,8.0,5.0,0.0,0.0,13.0,5.0,4.0,5.0,1.0,1.0,7.0,4.0,3.0,12.0,0.0,1.0,628.0,474.0,537.0,392.0,12.0,21.0,120.0,112.0,54.0,43.0,58%,42%,6.0,8.0,4.0,5.0,2.0,2.0,0.0,1.0,7.0,3.0,1.0,3.0,0.0,1.0,4.0,2.0,3.0,6.0,0.0,1.0,332.0,238.0,285.0,199.0,9.0,13.0,66.0,57.0,25.0,16.0,56%,44%,9.0,5.0,3.0,3.0,6.0,3.0,0.0,-1.0,6.0,2.0,3.0,2.0,1.0,0.0,3.0,2.0,0.0,6.0,296.0,236.0,252.0,193.0,3.0,8.0,54.0,55.0,29.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-22-Eintracht Frankfurt-Bayern Munich,bundesliga,home,Eintracht Frankfurt,Bayern Munich,22.12.2018,0,3,2018-2019,39%,61%,10.0,9.0,3.0,7.0,6.0,2.0,1.0,0.0,6.0,15.0,3.0,4.0,4.0,2.0,4.0,3.0,9.0,4.0,2.0,1.0,355.0,565.0,262.0,469.0,14.0,7.0,104.0,113.0,22.0,49.0,30%,70%,6.0,6.0,2.0,5.0,3.0,1.0,1.0,0.0,2.0,8.0,2.0,4.0,3.0,1.0,4.0,2.0,5.0,2.0,1.0,0.0,136.0,307.0,96.0,260.0,9.0,4.0,42.0,59.0,10.0,26.0,48%,52%,4.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,4.0,7.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,219.0,258.0,166.0,209.0,5.0,3.0,62.0,54.0,12.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-22-Hannover-Dusseldorf,bundesliga,home,Hannover,Dusseldorf,22.12.2018,0,1,2018-2019,56%,44%,17.0,13.0,3.0,6.0,8.0,4.0,6.0,3.0,21.0,13.0,4.0,6.0,1.0,1.0,5.0,3.0,14.0,19.0,2.0,3.0,445.0,342.0,354.0,249.0,16.0,18.0,128.0,89.0,47.0,44.0,59%,41%,11.0,3.0,2.0,1.0,4.0,1.0,5.0,1.0,11.0,5.0,1.0,2.0,0.0,1.0,1.0,2.0,5.0,10.0,0.0,1.0,252.0,167.0,212.0,119.0,5.0,11.0,73.0,32.0,21.0,14.0,53%,47%,6.0,10.0,1.0,5.0,4.0,3.0,1.0,2.0,10.0,8.0,3.0,4.0,1.0,0.0,4.0,1.0,9.0,9.0,193.0,175.0,142.0,130.0,11.0,7.0,55.0,57.0,26.0,30.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-22-Nurnberg-Freiburg,bundesliga,home,Nurnberg,Freiburg,22.12.2018,0,1,2018-2019,58%,42%,16.0,7.0,3.0,3.0,8.0,3.0,5.0,1.0,16.0,19.0,12.0,3.0,2.0,0.0,2.0,3.0,16.0,16.0,2.0,3.0,513.0,310.0,430.0,240.0,12.0,15.0,100.0,94.0,62.0,27.0,56%,44%,10.0,3.0,2.0,2.0,4.0,1.0,4.0,0.0,7.0,6.0,6.0,0.0,0.0,0.0,1.0,2.0,6.0,7.0,0.0,2.0,245.0,198.0,214.0,165.0,6.0,7.0,50.0,38.0,27.0,9.0,60%,40%,6.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,9.0,13.0,6.0,3.0,2.0,0.0,1.0,1.0,10.0,9.0,268.0,112.0,216.0,75.0,6.0,8.0,50.0,56.0,35.0,18.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-22-RB Leipzig-Werder Bremen,bundesliga,home,RB Leipzig,Werder Bremen,22.12.2018,3,2,2018-2019,44%,56%,11.0,15.0,5.0,6.0,6.0,5.0,0.0,4.0,14.0,21.0,4.0,4.0,6.0,4.0,4.0,2.0,15.0,9.0,2.0,0.0,435.0,540.0,308.0,416.0,13.0,10.0,124.0,112.0,33.0,38.0,52%,48%,7.0,8.0,2.0,2.0,5.0,2.0,0.0,4.0,5.0,9.0,2.0,4.0,2.0,1.0,2.0,0.0,7.0,4.0,0.0,0.0,268.0,235.0,205.0,172.0,8.0,2.0,72.0,41.0,21.0,19.0,36%,64%,4.0,7.0,3.0,4.0,1.0,3.0,0.0,0.0,9.0,12.0,2.0,0.0,4.0,3.0,2.0,2.0,8.0,5.0,167.0,305.0,103.0,244.0,5.0,8.0,52.0,71.0,12.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-22-Stuttgart-Schalke,bundesliga,home,Stuttgart,Schalke,22.12.2018,1,3,2018-2019,59%,41%,17.0,15.0,5.0,6.0,4.0,7.0,8.0,2.0,16.0,10.0,2.0,5.0,0.0,1.0,3.0,4.0,9.0,17.0,3.0,5.0,531.0,326.0,424.0,215.0,12.0,18.0,105.0,110.0,31.0,39.0,58%,42%,9.0,7.0,3.0,3.0,3.0,3.0,3.0,1.0,9.0,6.0,2.0,1.0,0.0,0.0,2.0,3.0,4.0,9.0,0.0,1.0,251.0,186.0,197.0,123.0,5.0,8.0,46.0,63.0,16.0,17.0,60%,40%,8.0,8.0,2.0,3.0,1.0,4.0,5.0,1.0,7.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,5.0,8.0,280.0,140.0,227.0,92.0,7.0,10.0,59.0,47.0,15.0,22.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-23-Augsburg-Wolfsburg,bundesliga,home,Augsburg,Wolfsburg,23.12.2018,2,3,2018-2019,43%,57%,10.0,16.0,4.0,5.0,4.0,4.0,2.0,7.0,15.0,15.0,3.0,4.0,3.0,2.0,2.0,2.0,12.0,11.0,2.0,3.0,359.0,481.0,264.0,382.0,18.0,20.0,103.0,128.0,42.0,31.0,42%,58%,6.0,12.0,2.0,3.0,3.0,4.0,1.0,5.0,7.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,5.0,1.0,0.0,194.0,257.0,147.0,211.0,8.0,10.0,50.0,71.0,13.0,15.0,44%,56%,4.0,4.0,2.0,2.0,1.0,0.0,1.0,2.0,8.0,9.0,2.0,2.0,2.0,1.0,1.0,0.0,8.0,6.0,165.0,224.0,117.0,171.0,10.0,10.0,53.0,57.0,29.0,16.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-23-Hoffenheim-Mainz,bundesliga,home,Hoffenheim,Mainz,23.12.2018,1,1,2018-2019,67%,33%,29.0,12.0,7.0,5.0,14.0,7.0,8.0,0.0,15.0,13.0,9.0,2.0,3.0,4.0,4.0,6.0,11.0,10.0,1.0,0.0,687.0,339.0,608.0,249.0,19.0,20.0,131.0,110.0,68.0,30.0,64%,36%,13.0,9.0,5.0,4.0,4.0,5.0,4.0,0.0,7.0,6.0,6.0,1.0,1.0,3.0,3.0,4.0,5.0,4.0,0.0,0.0,310.0,169.0,254.0,131.0,10.0,8.0,58.0,58.0,35.0,14.0,70%,30%,16.0,3.0,2.0,1.0,10.0,2.0,4.0,0.0,8.0,7.0,3.0,1.0,2.0,1.0,1.0,2.0,6.0,6.0,377.0,170.0,354.0,118.0,9.0,12.0,73.0,52.0,33.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2019-01-18-Hoffenheim-Bayern Munich,bundesliga,home,Hoffenheim,Bayern Munich,18.01.2019,1,3,2018-2019,44%,56%,13.0,21.0,5.0,9.0,4.0,5.0,4.0,7.0,9.0,14.0,2.0,6.0,1.0,1.0,6.0,4.0,13.0,9.0,3.0,2.0,433.0,563.0,350.0,494.0,17.0,18.0,92.0,148.0,30.0,66.0,37%,63%,3.0,14.0,1.0,6.0,0.0,3.0,2.0,5.0,3.0,5.0,1.0,2.0,0.0,1.0,4.0,1.0,6.0,3.0,1.0,0.0,197.0,330.0,152.0,301.0,7.0,6.0,32.0,88.0,8.0,38.0,51%,49%,10.0,7.0,4.0,3.0,4.0,2.0,2.0,2.0,6.0,9.0,1.0,4.0,1.0,0.0,2.0,3.0,7.0,6.0,236.0,233.0,198.0,193.0,10.0,12.0,60.0,60.0,22.0,28.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2019-01-19-Augsburg-Dusseldorf,bundesliga,home,Augsburg,Dusseldorf,19.01.2019,1,2,2018-2019,49%,51%,13.0,11.0,6.0,3.0,5.0,5.0,2.0,3.0,9.0,16.0,5.0,3.0,3.0,0.0,1.0,5.0,13.0,9.0,3.0,1.0,476.0,506.0,366.0,399.0,19.0,13.0,123.0,123.0,54.0,38.0,47%,53%,8.0,3.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0,8.0,3.0,1.0,2.0,0.0,1.0,3.0,6.0,2.0,1.0,0.0,222.0,263.0,170.0,208.0,14.0,9.0,62.0,63.0,34.0,14.0,51%,49%,5.0,8.0,3.0,1.0,2.0,4.0,0.0,3.0,7.0,8.0,2.0,2.0,1.0,0.0,0.0,2.0,7.0,7.0,254.0,243.0,196.0,191.0,5.0,4.0,61.0,60.0,20.0,24.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2019-01-19-Bayer Leverkusen-B. Monchengladbach,bundesliga,home,Bayer Leverkusen,B. Monchengladbach,19.01.2019,0,1,2018-2019,64%,36%,22.0,7.0,10.0,3.0,6.0,3.0,6.0,1.0,15.0,11.0,10.0,3.0,1.0,1.0,2.0,10.0,9.0,14.0,1.0,2.0,613.0,351.0,526.0,250.0,15.0,15.0,161.0,75.0,72.0,24.0,55%,45%,9.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,4.0,7.0,5.0,3.0,1.0,0.0,1.0,4.0,5.0,4.0,0.0,0.0,259.0,204.0,216.0,157.0,5.0,5.0,60.0,42.0,19.0,16.0,73%,27%,13.0,3.0,6.0,1.0,4.0,2.0,3.0,0.0,11.0,4.0,5.0,0.0,0.0,1.0,1.0,6.0,4.0,10.0,354.0,147.0,310.0,93.0,10.0,10.0,101.0,33.0,53.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2019-01-19-Eintracht Frankfurt-Freiburg,bundesliga,home,Eintracht Frankfurt,Freiburg,19.01.2019,3,1,2018-2019,46%,54%,9.0,21.0,4.0,7.0,5.0,8.0,0.0,6.0,11.0,14.0,5.0,5.0,1.0,2.0,6.0,1.0,13.0,8.0,2.0,1.0,452.0,515.0,359.0,420.0,16.0,18.0,134.0,125.0,51.0,57.0,64%,36%,3.0,6.0,3.0,2.0,0.0,3.0,0.0,1.0,9.0,9.0,4.0,2.0,1.0,1.0,2.0,0.0,8.0,7.0,1.0,1.0,295.0,166.0,250.0,125.0,4.0,8.0,79.0,38.0,26.0,8.0,28%,72%,6.0,15.0,1.0,5.0,5.0,5.0,0.0,5.0,2.0,5.0,1.0,3.0,0.0,1.0,4.0,1.0,5.0,1.0,157.0,349.0,109.0,295.0,12.0,10.0,55.0,87.0,25.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2019-01-19-Hannover-Werder Bremen,bundesliga,home,Hannover,Werder Bremen,19.01.2019,0,1,2018-2019,47%,53%,10.0,23.0,1.0,13.0,4.0,7.0,5.0,3.0,22.0,19.0,7.0,8.0,2.0,1.0,12.0,1.0,17.0,19.0,3.0,1.0,396.0,431.0,308.0,345.0,18.0,17.0,122.0,121.0,31.0,67.0,42%,58%,4.0,12.0,0.0,8.0,2.0,2.0,2.0,2.0,12.0,8.0,2.0,4.0,1.0,1.0,7.0,0.0,7.0,10.0,0.0,0.0,188.0,263.0,148.0,215.0,6.0,10.0,51.0,70.0,14.0,23.0,52%,48%,6.0,11.0,1.0,5.0,2.0,5.0,3.0,1.0,10.0,11.0,5.0,4.0,1.0,0.0,5.0,1.0,10.0,9.0,208.0,168.0,160.0,130.0,12.0,7.0,71.0,51.0,17.0,44.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2019-01-19-RB Leipzig-Dortmund,bundesliga,home,RB Leipzig,Dortmund,19.01.2019,0,1,2018-2019,48%,52%,12.0,8.0,5.0,4.0,5.0,3.0,2.0,1.0,12.0,15.0,6.0,7.0,3.0,3.0,3.0,5.0,12.0,9.0,3.0,2.0,462.0,515.0,358.0,414.0,38.0,21.0,150.0,116.0,78.0,46.0,46%,54%,5.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,7.0,8.0,3.0,4.0,2.0,1.0,1.0,1.0,6.0,6.0,1.0,0.0,211.0,252.0,163.0,210.0,18.0,10.0,66.0,51.0,35.0,18.0,50%,50%,7.0,3.0,4.0,2.0,3.0,1.0,0.0,0.0,5.0,7.0,3.0,3.0,1.0,2.0,2.0,4.0,6.0,3.0,251.0,263.0,195.0,204.0,20.0,11.0,84.0,65.0,43.0,28.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2019-01-19-Stuttgart-Mainz,bundesliga,home,Stuttgart,Mainz,19.01.2019,2,3,2018-2019,62%,38%,28.0,14.0,8.0,4.0,13.0,5.0,7.0,5.0,17.0,10.0,13.0,8.0,0.0,0.0,1.0,6.0,9.0,16.0,2.0,2.0,471.0,290.0,376.0,193.0,26.0,11.0,106.0,101.0,53.0,42.0,51%,49%,11.0,12.0,2.0,2.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,7.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,212.0,194.0,160.0,140.0,13.0,5.0,42.0,57.0,18.0,30.0,73%,27%,17.0,2.0,6.0,2.0,9.0,0.0,2.0,0.0,13.0,7.0,9.0,1.0,0.0,0.0,1.0,4.0,6.0,12.0,259.0,96.0,216.0,53.0,13.0,6.0,64.0,44.0,35.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2019-01-20-Nurnberg-Hertha Berlin,bundesliga,home,Nurnberg,Hertha Berlin,20.01.2019,1,3,2018-2019,44%,56%,14.0,16.0,3.0,8.0,5.0,6.0,6.0,2.0,9.0,13.0,4.0,4.0,0.0,0.0,5.0,2.0,13.0,9.0,2.0,1.0,417.0,544.0,307.0,446.0,7.0,12.0,119.0,126.0,49.0,36.0,39%,61%,6.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,0.0,0.0,221.0,352.0,161.0,300.0,5.0,5.0,58.0,78.0,28.0,14.0,49%,51%,8.0,12.0,2.0,6.0,3.0,5.0,3.0,1.0,6.0,7.0,2.0,4.0,0.0,0.0,4.0,2.0,7.0,6.0,196.0,192.0,146.0,146.0,2.0,7.0,61.0,48.0,21.0,22.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2019-01-20-Schalke-Wolfsburg,bundesliga,home,Schalke,Wolfsburg,20.01.2019,2,1,2018-2019,44%,56%,20.0,12.0,5.0,5.0,9.0,4.0,6.0,3.0,4.0,12.0,4.0,6.0,0.0,0.0,4.0,3.0,11.0,5.0,1.0,0.0,397.0,499.0,297.0,389.0,22.0,20.0,123.0,123.0,59.0,38.0,34%,66%,8.0,7.0,1.0,5.0,5.0,1.0,2.0,1.0,2.0,6.0,0.0,2.0,0.0,0.0,4.0,0.0,5.0,3.0,0.0,0.0,152.0,292.0,104.0,242.0,12.0,9.0,48.0,68.0,24.0,19.0,54%,46%,12.0,5.0,4.0,0.0,4.0,3.0,4.0,2.0,2.0,6.0,4.0,4.0,0.0,0.0,0.0,3.0,6.0,2.0,245.0,207.0,193.0,147.0,10.0,11.0,75.0,55.0,35.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2019-01-25-Hertha Berlin-Schalke,bundesliga,home,Hertha Berlin,Schalke,25.01.2019,2,2,2018-2019,47%,53%,11.0,14.0,4.0,7.0,1.0,4.0,6.0,3.0,10.0,19.0,3.0,6.0,3.0,0.0,5.0,2.0,15.0,10.0,2.0,1.0,372.0,426.0,286.0,335.0,14.0,13.0,107.0,111.0,41.0,40.0,54%,46%,7.0,6.0,3.0,5.0,1.0,1.0,3.0,0.0,4.0,10.0,1.0,0.0,2.0,0.0,3.0,1.0,8.0,4.0,2.0,1.0,236.0,206.0,190.0,167.0,5.0,5.0,64.0,47.0,24.0,16.0,40%,60%,4.0,8.0,1.0,2.0,0.0,3.0,3.0,3.0,6.0,9.0,2.0,6.0,1.0,0.0,2.0,1.0,7.0,6.0,136.0,220.0,96.0,168.0,9.0,8.0,43.0,64.0,17.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2019-01-26-B. Monchengladbach-Augsburg,bundesliga,home,B. Monchengladbach,Augsburg,26.01.2019,2,0,2018-2019,62%,38%,14.0,4.0,6.0,1.0,4.0,1.0,4.0,2.0,15.0,10.0,4.0,0.0,3.0,4.0,1.0,4.0,9.0,15.0,2.0,4.0,595.0,356.0,515.0,267.0,12.0,19.0,129.0,79.0,68.0,19.0,59%,41%,8.0,1.0,4.0,0.0,3.0,0.0,1.0,1.0,7.0,5.0,1.0,0.0,1.0,1.0,0.0,4.0,4.0,7.0,0.0,2.0,297.0,202.0,260.0,161.0,3.0,10.0,69.0,34.0,32.0,4.0,65%,35%,6.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,8.0,5.0,3.0,0.0,2.0,3.0,1.0,0.0,5.0,8.0,298.0,154.0,255.0,106.0,9.0,9.0,60.0,45.0,36.0,15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2019-01-26-Dortmund-Hannover,bundesliga,home,Dortmund,Hannover,26.01.2019,5,1,2018-2019,63%,37%,18.0,11.0,9.0,3.0,6.0,3.0,3.0,5.0,10.0,7.0,6.0,3.0,0.0,4.0,2.0,4.0,8.0,10.0,1.0,1.0,640.0,361.0,543.0,274.0,19.0,19.0,156.0,102.0,59.0,38.0,54%,46%,8.0,10.0,3.0,2.0,4.0,3.0,1.0,5.0,7.0,6.0,2.0,2.0,0.0,1.0,2.0,2.0,6.0,6.0,1.0,1.0,250.0,203.0,198.0,154.0,15.0,8.0,71.0,61.0,24.0,31.0,72%,28%,10.0,1.0,6.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,4.0,1.0,0.0,3.0,0.0,2.0,2.0,4.0,390.0,158.0,345.0,120.0,4.0,11.0,85.0,41.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2019-01-26-Freiburg-Hoffenheim,bundesliga,home,Freiburg,Hoffenheim,26.01.2019,2,4,2018-2019,43%,57%,20.0,16.0,8.0,11.0,6.0,4.0,6.0,1.0,15.0,16.0,6.0,1.0,1.0,0.0,7.0,6.0,17.0,14.0,0.0,2.0,359.0,503.0,262.0,410.0,19.0,16.0,106.0,111.0,40.0,38.0,39%,61%,10.0,6.0,2.0,4.0,5.0,1.0,3.0,1.0,11.0,5.0,2.0,0.0,0.0,0.0,3.0,1.0,5.0,10.0,0.0,1.0,171.0,280.0,121.0,235.0,14.0,5.0,46.0,66.0,14.0,25.0,47%,53%,10.0,10.0,6.0,7.0,1.0,3.0,3.0,0.0,4.0,11.0,4.0,1.0,1.0,0.0,4.0,5.0,12.0,4.0,188.0,223.0,141.0,175.0,5.0,11.0,60.0,45.0,26.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
