match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Red Cards,opponent Match Red Cards,1st half Red Cards,opponent 1st half Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in,Match Total Passes,opponent Match Total Passes,1st half Total Passes,opponent 1st half Total Passes,2nd half Total Passes,opponent 2nd half Total Passes
serie-a-2015-2016-2016-01-10-Inter-Sassuolo,serie-a,home,Inter,Sassuolo,10.01.2016,0,1,2015-2016,59%,41%,21.0,15.0,6.0,6.0,9.0,4.0,6.0,5.0,20.0,19.0,9.0,7.0,5.0,1.0,5.0,6.0,16.0,19.0,3.0,3.0,56%,44%,7.0,7.0,1.0,3.0,6.0,1.0,0.0,3.0,11.0,10.0,1.0,3.0,1.0,0.0,3.0,1.0,9.0,11.0,62%,38%,14.0,8.0,5.0,3.0,3.0,3.0,6.0,2.0,9.0,9.0,8.0,4.0,4.0,1.0,2.0,5.0,7.0,8.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-10-Sampdoria-Juventus,serie-a,home,Sampdoria,Juventus,10.01.2016,1,2,2015-2016,49%,51%,9.0,13.0,2.0,5.0,5.0,5.0,2.0,3.0,17.0,19.0,5.0,8.0,1.0,1.0,3.0,1.0,18.0,16.0,2.0,4.0,46%,54%,2.0,5.0,0.0,3.0,1.0,1.0,1.0,1.0,6.0,6.0,3.0,7.0,0.0,1.0,2.0,0.0,6.0,5.0,52%,48%,7.0,8.0,2.0,2.0,4.0,4.0,1.0,2.0,11.0,13.0,2.0,1.0,1.0,0.0,1.0,1.0,12.0,11.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-10-Torino-Empoli,serie-a,home,Torino,Empoli,10.01.2016,0,1,2015-2016,49%,51%,19.0,11.0,6.0,4.0,7.0,6.0,6.0,1.0,23.0,27.0,7.0,1.0,6.0,2.0,3.0,6.0,21.0,22.0,3.0,6.0,49%,51%,8.0,5.0,3.0,2.0,3.0,3.0,2.0,0.0,10.0,10.0,2.0,1.0,3.0,0.0,2.0,3.0,7.0,10.0,49%,51%,11.0,6.0,3.0,2.0,4.0,3.0,4.0,1.0,13.0,17.0,5.0,0.0,3.0,2.0,1.0,3.0,14.0,12.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-10-Verona-Palermo,serie-a,home,Verona,Palermo,10.01.2016,0,1,2015-2016,59%,41%,30.0,9.0,7.0,2.0,15.0,4.0,8.0,3.0,27.0,15.0,10.0,3.0,0.0,2.0,1.0,7.0,16.0,25.0,2.0,4.0,56%,44%,13.0,4.0,4.0,1.0,7.0,2.0,2.0,1.0,13.0,7.0,4.0,1.0,0.0,1.0,0.0,4.0,8.0,12.0,62%,38%,17.0,5.0,3.0,1.0,8.0,2.0,6.0,2.0,14.0,8.0,6.0,2.0,0.0,1.0,1.0,3.0,8.0,13.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-16-Atalanta-Inter,serie-a,home,Atalanta,Inter,16.01.2016,1,1,2015-2016,43%,57%,17.0,13.0,5.0,2.0,8.0,7.0,4.0,4.0,20.0,19.0,8.0,8.0,5.0,1.0,1.0,4.0,14.0,19.0,4.0,5.0,46%,54%,9.0,6.0,3.0,2.0,3.0,2.0,3.0,2.0,13.0,11.0,3.0,1.0,3.0,1.0,1.0,2.0,8.0,12.0,40%,60%,8.0,7.0,2.0,0.0,5.0,5.0,1.0,2.0,7.0,8.0,5.0,7.0,2.0,0.0,0.0,2.0,6.0,7.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-16-Napoli-Sassuolo,serie-a,home,Napoli,Sassuolo,16.01.2016,3,1,2015-2016,66%,34%,20.0,9.0,6.0,3.0,8.0,3.0,6.0,3.0,20.0,16.0,3.0,5.0,4.0,2.0,2.0,3.0,10.0,18.0,0.0,1.0,69%,31%,9.0,6.0,5.0,3.0,2.0,2.0,2.0,1.0,9.0,6.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,8.0,63%,37%,11.0,3.0,1.0,0.0,6.0,1.0,4.0,2.0,11.0,10.0,0.0,3.0,1.0,1.0,0.0,0.0,6.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-16-Torino-Frosinone,serie-a,home,Torino,Frosinone,16.01.2016,4,2,2015-2016,52%,48%,21.0,18.0,9.0,5.0,7.0,7.0,5.0,6.0,15.0,15.0,6.0,7.0,1.0,1.0,3.0,5.0,14.0,14.0,1.0,1.0,59%,41%,11.0,9.0,5.0,2.0,4.0,2.0,2.0,5.0,4.0,6.0,4.0,4.0,0.0,0.0,1.0,2.0,6.0,5.0,45%,55%,10.0,9.0,4.0,3.0,3.0,5.0,3.0,1.0,11.0,9.0,2.0,3.0,1.0,1.0,2.0,3.0,8.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-17-AC Milan-Fiorentina,serie-a,home,AC Milan,Fiorentina,17.01.2016,2,0,2015-2016,31%,69%,4.0,14.0,3.0,1.0,1.0,8.0,0.0,5.0,21.0,28.0,4.0,10.0,8.0,2.0,1.0,1.0,20.0,19.0,2.0,4.0,30%,70%,1.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,10.0,11.0,4.0,5.0,4.0,1.0,0.0,0.0,7.0,9.0,32%,68%,3.0,10.0,2.0,1.0,1.0,6.0,0.0,3.0,11.0,17.0,0.0,5.0,4.0,1.0,1.0,1.0,13.0,10.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-17-AS Roma-Verona,serie-a,home,AS Roma,Verona,17.01.2016,1,1,2015-2016,68%,32%,16.0,10.0,4.0,3.0,10.0,4.0,2.0,3.0,17.0,18.0,8.0,2.0,4.0,1.0,2.0,3.0,14.0,16.0,0.0,2.0,73%,27%,9.0,3.0,1.0,1.0,7.0,0.0,1.0,2.0,9.0,8.0,4.0,1.0,1.0,0.0,1.0,0.0,7.0,9.0,62%,38%,7.0,7.0,3.0,2.0,3.0,4.0,1.0,1.0,8.0,10.0,4.0,1.0,3.0,1.0,1.0,3.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-17-Bologna-Lazio,serie-a,home,Bologna,Lazio,17.01.2016,2,2,2015-2016,35%,65%,8.0,9.0,3.0,3.0,4.0,4.0,1.0,2.0,20.0,16.0,2.0,7.0,1.0,3.0,1.0,1.0,16.0,17.0,1.0,2.0,38%,62%,6.0,3.0,2.0,0.0,3.0,2.0,1.0,1.0,7.0,9.0,1.0,3.0,1.0,1.0,0.0,0.0,8.0,6.0,32%,68%,2.0,6.0,1.0,3.0,1.0,2.0,0.0,1.0,13.0,7.0,1.0,4.0,0.0,2.0,1.0,1.0,8.0,11.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-17-Carpi-Sampdoria,serie-a,home,Carpi,Sampdoria,17.01.2016,2,1,2015-2016,34%,66%,9.0,12.0,5.0,4.0,1.0,5.0,3.0,3.0,19.0,26.0,2.0,4.0,1.0,4.0,3.0,3.0,23.0,15.0,3.0,1.0,41%,59%,4.0,5.0,2.0,3.0,0.0,1.0,2.0,1.0,10.0,11.0,2.0,3.0,0.0,3.0,2.0,1.0,10.0,7.0,25%,75%,5.0,7.0,3.0,1.0,1.0,4.0,1.0,2.0,9.0,15.0,0.0,1.0,1.0,1.0,1.0,2.0,13.0,8.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-17-Chievo-Empoli,serie-a,home,Chievo,Empoli,17.01.2016,1,1,2015-2016,36%,64%,15.0,14.0,5.0,5.0,10.0,6.0,0.0,3.0,14.0,24.0,3.0,6.0,7.0,1.0,4.0,4.0,18.0,13.0,3.0,3.0,35%,65%,6.0,4.0,3.0,1.0,3.0,2.0,0.0,1.0,9.0,13.0,1.0,4.0,1.0,1.0,1.0,2.0,12.0,8.0,37%,63%,9.0,10.0,2.0,4.0,7.0,4.0,0.0,2.0,5.0,11.0,2.0,2.0,6.0,0.0,3.0,2.0,6.0,5.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-17-Genoa-Palermo,serie-a,home,Genoa,Palermo,17.01.2016,4,0,2015-2016,58%,42%,18.0,11.0,10.0,3.0,7.0,6.0,1.0,2.0,20.0,18.0,1.0,2.0,3.0,0.0,3.0,6.0,14.0,20.0,2.0,4.0,61%,39%,10.0,5.0,6.0,1.0,3.0,2.0,1.0,2.0,8.0,9.0,1.0,1.0,3.0,0.0,1.0,5.0,6.0,8.0,55%,45%,8.0,6.0,4.0,2.0,4.0,4.0,0.0,0.0,12.0,9.0,0.0,1.0,0.0,0.0,2.0,1.0,8.0,12.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-17-Udinese-Juventus,serie-a,home,Udinese,Juventus,17.01.2016,0,4,2015-2016,38%,62%,8.0,13.0,3.0,8.0,5.0,5.0,0.0,0.0,20.0,12.0,3.0,4.0,3.0,3.0,4.0,3.0,10.0,16.0,1.0,1.0,46%,54%,4.0,8.0,1.0,6.0,3.0,2.0,0.0,0.0,9.0,8.0,0.0,3.0,2.0,2.0,2.0,1.0,7.0,7.0,30%,70%,4.0,5.0,2.0,2.0,2.0,3.0,0.0,0.0,11.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,9.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-20-Sassuolo-Torino,serie-a,home,Sassuolo,Torino,20.01.2016,1,1,2015-2016,59%,41%,13.0,8.0,3.0,5.0,7.0,0.0,3.0,3.0,14.0,14.0,8.0,5.0,2.0,4.0,4.0,2.0,12.0,11.0,2.0,4.0,63%,37%,5.0,5.0,2.0,2.0,2.0,0.0,1.0,3.0,7.0,2.0,5.0,4.0,0.0,3.0,1.0,1.0,2.0,5.0,55%,45%,8.0,3.0,1.0,3.0,5.0,0.0,2.0,0.0,7.0,12.0,3.0,1.0,2.0,1.0,3.0,1.0,10.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-23-Empoli-AC Milan,serie-a,home,Empoli,AC Milan,23.01.2016,2,2,2015-2016,60%,40%,15.0,10.0,6.0,5.0,5.0,3.0,4.0,2.0,24.0,14.0,2.0,3.0,2.0,2.0,3.0,4.0,12.0,22.0,2.0,4.0,63%,37%,6.0,7.0,3.0,3.0,1.0,3.0,2.0,1.0,10.0,6.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,9.0,57%,43%,9.0,3.0,3.0,2.0,4.0,0.0,2.0,1.0,14.0,8.0,0.0,1.0,1.0,1.0,1.0,2.0,7.0,13.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-23-Frosinone-Atalanta,serie-a,home,Frosinone,Atalanta,23.01.2016,0,0,2015-2016,49%,51%,11.0,16.0,1.0,3.0,6.0,10.0,4.0,3.0,21.0,23.0,5.0,1.0,8.0,2.0,3.0,1.0,15.0,19.0,2.0,1.0,52%,48%,8.0,6.0,1.0,2.0,4.0,4.0,3.0,0.0,8.0,11.0,3.0,0.0,3.0,1.0,2.0,1.0,8.0,7.0,46%,54%,3.0,10.0,0.0,1.0,2.0,6.0,1.0,3.0,13.0,12.0,2.0,1.0,5.0,1.0,1.0,0.0,7.0,12.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-24-Fiorentina-Torino,serie-a,home,Fiorentina,Torino,24.01.2016,2,0,2015-2016,59%,41%,13.0,10.0,2.0,2.0,5.0,5.0,6.0,3.0,29.0,15.0,3.0,8.0,1.0,2.0,2.0,0.0,13.0,25.0,1.0,4.0,66%,34%,5.0,4.0,1.0,0.0,3.0,3.0,1.0,1.0,15.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,13.0,52%,48%,8.0,6.0,1.0,2.0,2.0,2.0,5.0,2.0,14.0,7.0,3.0,6.0,1.0,2.0,2.0,0.0,5.0,12.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-24-Inter-Carpi,serie-a,home,Inter,Carpi,24.01.2016,1,1,2015-2016,71%,29%,18.0,12.0,7.0,4.0,6.0,2.0,5.0,6.0,21.0,10.0,7.0,6.0,3.0,4.0,3.0,6.0,8.0,17.0,3.0,5.0,76%,24%,11.0,8.0,3.0,3.0,4.0,0.0,4.0,5.0,10.0,5.0,4.0,2.0,1.0,1.0,3.0,2.0,4.0,9.0,66%,34%,7.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,11.0,5.0,3.0,4.0,2.0,3.0,0.0,4.0,4.0,8.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-24-Juventus-AS Roma,serie-a,home,Juventus,AS Roma,24.01.2016,1,0,2015-2016,55%,45%,15.0,6.0,7.0,1.0,4.0,1.0,4.0,4.0,18.0,13.0,1.0,2.0,4.0,1.0,1.0,6.0,9.0,16.0,2.0,4.0,55%,45%,8.0,2.0,3.0,1.0,3.0,1.0,2.0,0.0,8.0,6.0,1.0,0.0,2.0,1.0,1.0,3.0,4.0,6.0,55%,45%,7.0,4.0,4.0,0.0,1.0,0.0,2.0,4.0,10.0,7.0,0.0,2.0,2.0,0.0,0.0,3.0,5.0,10.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-24-Lazio-Chievo,serie-a,home,Lazio,Chievo,24.01.2016,4,1,2015-2016,55%,45%,24.0,7.0,7.0,5.0,13.0,0.0,4.0,2.0,11.0,14.0,8.0,5.0,1.0,4.0,4.0,3.0,13.0,8.0,2.0,2.0,58%,42%,13.0,4.0,3.0,3.0,7.0,0.0,3.0,1.0,7.0,10.0,6.0,0.0,0.0,2.0,2.0,3.0,9.0,5.0,52%,48%,11.0,3.0,4.0,2.0,6.0,0.0,1.0,1.0,4.0,4.0,2.0,5.0,1.0,2.0,2.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-24-Palermo-Udinese,serie-a,home,Palermo,Udinese,24.01.2016,4,1,2015-2016,43%,57%,16.0,20.0,8.0,9.0,6.0,10.0,2.0,1.0,7.0,9.0,7.0,7.0,0.0,1.0,8.0,4.0,9.0,6.0,2.0,3.0,46%,54%,9.0,5.0,2.0,0.0,5.0,5.0,2.0,0.0,5.0,4.0,4.0,2.0,0.0,1.0,0.0,1.0,4.0,4.0,40%,60%,7.0,15.0,6.0,9.0,1.0,5.0,0.0,1.0,2.0,5.0,3.0,5.0,0.0,0.0,8.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-24-Sampdoria-Napoli,serie-a,home,Sampdoria,Napoli,24.01.2016,2,4,2015-2016,44%,56%,8.0,23.0,4.0,9.0,2.0,10.0,2.0,4.0,15.0,16.0,7.0,3.0,4.0,2.0,5.0,2.0,14.0,12.0,3.0,1.0,47%,53%,5.0,11.0,2.0,4.0,1.0,5.0,2.0,2.0,11.0,11.0,5.0,1.0,4.0,1.0,2.0,1.0,9.0,10.0,41%,59%,3.0,12.0,2.0,5.0,1.0,5.0,0.0,2.0,4.0,5.0,2.0,2.0,0.0,1.0,3.0,1.0,5.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-24-Sassuolo-Bologna,serie-a,home,Sassuolo,Bologna,24.01.2016,0,2,2015-2016,57%,43%,13.0,16.0,2.0,7.0,6.0,5.0,5.0,4.0,18.0,11.0,4.0,5.0,2.0,3.0,5.0,2.0,9.0,15.0,0.0,2.0,54%,46%,5.0,7.0,0.0,2.0,3.0,2.0,2.0,3.0,12.0,5.0,2.0,3.0,2.0,1.0,2.0,0.0,3.0,11.0,61%,39%,8.0,9.0,2.0,5.0,3.0,3.0,3.0,1.0,6.0,6.0,2.0,2.0,0.0,2.0,3.0,2.0,6.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-24-Verona-Genoa,serie-a,home,Verona,Genoa,24.01.2016,1,1,2015-2016,48%,52%,17.0,10.0,9.0,2.0,5.0,7.0,3.0,1.0,23.0,18.0,3.0,3.0,0.0,4.0,1.0,8.0,19.0,20.0,2.0,2.0,36%,64%,6.0,5.0,3.0,1.0,2.0,4.0,1.0,0.0,11.0,9.0,1.0,2.0,0.0,3.0,0.0,2.0,9.0,8.0,60%,40%,11.0,5.0,6.0,1.0,3.0,3.0,2.0,1.0,12.0,9.0,2.0,1.0,0.0,1.0,1.0,6.0,10.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-30-AS Roma-Frosinone,serie-a,home,AS Roma,Frosinone,30.01.2016,3,1,2015-2016,63%,37%,22.0,13.0,6.0,3.0,6.0,4.0,10.0,6.0,17.0,16.0,10.0,8.0,0.0,4.0,2.0,3.0,17.0,13.0,1.0,2.0,69%,31%,13.0,6.0,3.0,2.0,5.0,2.0,5.0,2.0,6.0,6.0,8.0,4.0,0.0,1.0,1.0,2.0,6.0,5.0,57%,43%,9.0,7.0,3.0,1.0,1.0,2.0,5.0,4.0,11.0,10.0,2.0,4.0,0.0,3.0,1.0,1.0,11.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-30-Atalanta-Sassuolo,serie-a,home,Atalanta,Sassuolo,30.01.2016,1,1,2015-2016,44%,56%,6.0,9.0,5.0,1.0,1.0,5.0,0.0,3.0,18.0,28.0,3.0,5.0,3.0,3.0,0.0,4.0,24.0,17.0,2.0,4.0,51%,49%,4.0,6.0,3.0,1.0,1.0,3.0,0.0,2.0,8.0,13.0,2.0,2.0,2.0,1.0,0.0,2.0,11.0,8.0,37%,63%,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,10.0,15.0,1.0,3.0,1.0,2.0,0.0,2.0,13.0,9.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-30-Carpi-Palermo,serie-a,home,Carpi,Palermo,30.01.2016,1,1,2015-2016,50%,50%,13.0,5.0,1.0,1.0,6.0,3.0,6.0,1.0,17.0,23.0,7.0,4.0,1.0,5.0,0.0,0.0,22.0,13.0,2.0,3.0,49%,51%,7.0,3.0,0.0,1.0,4.0,2.0,3.0,0.0,8.0,11.0,3.0,0.0,0.0,2.0,0.0,0.0,11.0,6.0,51%,49%,6.0,2.0,1.0,0.0,2.0,1.0,3.0,1.0,9.0,12.0,4.0,4.0,1.0,3.0,0.0,0.0,11.0,7.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-31-AC Milan-Inter,serie-a,home,AC Milan,Inter,31.01.2016,3,0,2015-2016,47%,53%,14.0,12.0,5.0,3.0,4.0,6.0,5.0,3.0,17.0,16.0,5.0,6.0,2.0,0.0,3.0,2.0,14.0,17.0,3.0,1.0,45%,55%,6.0,7.0,1.0,2.0,3.0,2.0,2.0,3.0,12.0,8.0,1.0,4.0,1.0,0.0,2.0,0.0,8.0,12.0,49%,51%,8.0,5.0,4.0,1.0,1.0,4.0,3.0,0.0,5.0,8.0,4.0,2.0,1.0,0.0,1.0,2.0,6.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-31-Bologna-Sampdoria,serie-a,home,Bologna,Sampdoria,31.01.2016,3,2,2015-2016,43%,57%,7.0,14.0,5.0,6.0,1.0,7.0,1.0,1.0,13.0,16.0,3.0,4.0,2.0,1.0,4.0,2.0,13.0,14.0,3.0,5.0,49%,51%,4.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,8.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,8.0,37%,63%,3.0,12.0,2.0,6.0,0.0,5.0,1.0,1.0,5.0,8.0,2.0,3.0,1.0,0.0,4.0,1.0,7.0,6.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-31-Chievo-Juventus,serie-a,home,Chievo,Juventus,31.01.2016,0,4,2015-2016,35%,65%,6.0,30.0,2.0,10.0,4.0,15.0,0.0,5.0,8.0,14.0,0.0,4.0,2.0,1.0,6.0,2.0,12.0,7.0,3.0,2.0,34%,66%,2.0,12.0,1.0,5.0,1.0,7.0,0.0,0.0,2.0,8.0,0.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,36%,64%,4.0,18.0,1.0,5.0,3.0,8.0,0.0,5.0,6.0,6.0,0.0,3.0,0.0,0.0,3.0,1.0,7.0,6.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-31-Genoa-Fiorentina,serie-a,home,Genoa,Fiorentina,31.01.2016,0,0,2015-2016,42%,58%,11.0,11.0,2.0,3.0,8.0,5.0,1.0,3.0,16.0,16.0,7.0,6.0,4.0,1.0,3.0,2.0,13.0,15.0,2.0,3.0,42%,58%,5.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0,8.0,9.0,2.0,1.0,1.0,0.0,1.0,1.0,9.0,8.0,42%,58%,6.0,8.0,1.0,2.0,5.0,3.0,0.0,3.0,8.0,7.0,5.0,5.0,3.0,1.0,2.0,1.0,4.0,7.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-31-Napoli-Empoli,serie-a,home,Napoli,Empoli,31.01.2016,5,1,2015-2016,59%,41%,20.0,7.0,6.0,2.0,10.0,3.0,4.0,2.0,16.0,14.0,4.0,3.0,3.0,1.0,1.0,1.0,11.0,15.0,3.0,3.0,62%,38%,14.0,1.0,3.0,1.0,8.0,0.0,3.0,0.0,7.0,8.0,3.0,0.0,1.0,0.0,0.0,1.0,7.0,7.0,56%,44%,6.0,6.0,3.0,1.0,2.0,3.0,1.0,2.0,9.0,6.0,1.0,3.0,2.0,1.0,1.0,0.0,4.0,8.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
