match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Red Cards,opponent Match Red Cards,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Yellow Cards,opponent 1st half Yellow Cards,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Red Cards,opponent 2nd half Red Cards,2nd half Yellow Cards,opponent 2nd half Yellow Cards,1st half Red Cards,opponent 1st half Red Cards,Match Goal Kicks,opponent Match Goal Kicks,Match Pass Success %,opponent Match Pass Success %,Match Total Passes,opponent Match Total Passes,1st half Goal Kicks,opponent 1st half Goal Kicks,1st half Pass Success %,opponent 1st half Pass Success %,1st half Total Passes,opponent 1st half Total Passes,2nd half Goal Kicks,opponent 2nd half Goal Kicks,2nd half Pass Success %,opponent 2nd half Pass Success %,2nd half Total Passes,opponent 2nd half Total Passes,Match Throw-in,opponent Match Throw-in,1st half Throw-in,opponent 1st half Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
laliga-2015-2016-2015-11-28-Atl. Madrid-Espanyol,laliga,home,Atl. Madrid,Espanyol,28.11.2015,1,0,2015-2016,52%,48%,21.0,5.0,6.0,0.0,12.0,4.0,3.0,1.0,26.0,22.0,6.0,2.0,7.0,0.0,0.0,5.0,16.0,26.0,0.0,0.0,0.0,4.0,51%,49%,5.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,11.0,11.0,0.0,1.0,2.0,0.0,0.0,2.0,9.0,11.0,0.0,2.0,53%,47%,16.0,4.0,3.0,0.0,10.0,3.0,3.0,1.0,15.0,11.0,6.0,1.0,5.0,0.0,0.0,3.0,7.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-11-28-Barcelona-Real Sociedad,laliga,home,Barcelona,Real Sociedad,28.11.2015,4,0,2015-2016,56%,44%,11.0,10.0,6.0,2.0,4.0,6.0,1.0,2.0,16.0,15.0,6.0,4.0,4.0,1.0,2.0,2.0,11.0,14.0,0.0,0.0,0.0,5.0,59%,41%,4.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,7.0,7.0,4.0,3.0,3.0,1.0,0.0,1.0,5.0,5.0,0.0,2.0,53%,47%,7.0,8.0,3.0,2.0,3.0,5.0,1.0,1.0,9.0,8.0,2.0,1.0,1.0,0.0,2.0,1.0,6.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-11-28-Celta Vigo-Gijon,laliga,home,Celta Vigo,Gijon,28.11.2015,2,1,2015-2016,60%,40%,6.0,9.0,4.0,2.0,2.0,5.0,0.0,2.0,10.0,14.0,3.0,4.0,0.0,1.0,1.0,2.0,14.0,9.0,0.0,0.0,3.0,0.0,67%,33%,4.0,4.0,3.0,1.0,1.0,2.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,1.0,1.0,2.0,5.0,4.0,1.0,0.0,53%,47%,2.0,5.0,1.0,1.0,1.0,3.0,0.0,1.0,5.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-11-28-Las Palmas-Dep. La Coruna,laliga,home,Las Palmas,Dep. La Coruna,28.11.2015,0,2,2015-2016,67%,33%,8.0,10.0,5.0,5.0,2.0,4.0,1.0,1.0,18.0,18.0,6.0,4.0,5.0,6.0,3.0,5.0,14.0,13.0,0.0,0.0,4.0,3.0,62%,38%,4.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,11.0,8.0,4.0,1.0,2.0,4.0,0.0,2.0,7.0,7.0,2.0,1.0,72%,28%,4.0,7.0,3.0,4.0,0.0,2.0,1.0,1.0,7.0,10.0,2.0,3.0,3.0,2.0,3.0,3.0,7.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-11-28-Malaga-Granada CF,laliga,home,Malaga,Granada CF,28.11.2015,2,2,2015-2016,43%,57%,12.0,11.0,7.0,4.0,3.0,4.0,2.0,3.0,23.0,17.0,7.0,4.0,3.0,4.0,2.0,5.0,15.0,20.0,1.0,0.0,4.0,6.0,55%,45%,6.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,9.0,13.0,5.0,2.0,3.0,0.0,1.0,2.0,10.0,9.0,1.0,1.0,31%,69%,6.0,8.0,4.0,3.0,2.0,4.0,0.0,1.0,14.0,4.0,2.0,2.0,0.0,4.0,1.0,3.0,5.0,11.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-11-29-Eibar-Real Madrid,laliga,home,Eibar,Real Madrid,29.11.2015,0,2,2015-2016,39%,61%,8.0,17.0,3.0,6.0,5.0,5.0,0.0,6.0,10.0,23.0,6.0,5.0,3.0,3.0,4.0,3.0,20.0,7.0,0.0,0.0,3.0,4.0,33%,67%,3.0,10.0,2.0,5.0,1.0,1.0,0.0,4.0,6.0,13.0,2.0,2.0,3.0,3.0,4.0,2.0,10.0,3.0,1.0,1.0,45%,55%,5.0,7.0,1.0,1.0,4.0,4.0,0.0,2.0,4.0,10.0,4.0,3.0,0.0,0.0,0.0,1.0,10.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-11-29-Getafe-Villarreal,laliga,home,Getafe,Villarreal,29.11.2015,2,0,2015-2016,42%,58%,11.0,7.0,5.0,0.0,3.0,6.0,3.0,1.0,20.0,17.0,6.0,6.0,7.0,6.0,0.0,3.0,11.0,15.0,0.0,0.0,4.0,2.0,42%,58%,8.0,6.0,4.0,0.0,1.0,6.0,3.0,0.0,10.0,11.0,3.0,2.0,3.0,3.0,0.0,3.0,9.0,7.0,2.0,1.0,42%,58%,3.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,10.0,6.0,3.0,4.0,4.0,3.0,0.0,0.0,2.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-11-29-Rayo Vallecano-Ath Bilbao,laliga,home,Rayo Vallecano,Ath Bilbao,29.11.2015,0,3,2015-2016,67%,33%,15.0,10.0,3.0,4.0,8.0,5.0,4.0,1.0,18.0,18.0,6.0,2.0,3.0,5.0,1.0,3.0,16.0,14.0,0.0,1.0,4.0,0.0,63%,37%,4.0,6.0,1.0,3.0,2.0,3.0,1.0,0.0,10.0,11.0,1.0,2.0,2.0,3.0,1.0,1.0,10.0,8.0,2.0,0.0,71%,29%,11.0,4.0,2.0,1.0,6.0,2.0,3.0,1.0,8.0,7.0,5.0,0.0,1.0,2.0,0.0,2.0,6.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-11-29-Sevilla-Valencia,laliga,home,Sevilla,Valencia,29.11.2015,1,0,2015-2016,62%,38%,15.0,0.0,5.0,0.0,8.0,0.0,2.0,0.0,19.0,25.0,17.0,0.0,0.0,2.0,0.0,4.0,26.0,20.0,0.0,2.0,3.0,6.0,61%,39%,6.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,8.0,10.0,8.0,0.0,0.0,1.0,0.0,1.0,11.0,10.0,1.0,4.0,63%,37%,9.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,11.0,15.0,9.0,0.0,0.0,1.0,0.0,3.0,15.0,10.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-12-05-Betis-Celta Vigo,laliga,home,Betis,Celta Vigo,05.12.2015,1,1,2015-2016,60%,40%,27.0,5.0,6.0,1.0,14.0,3.0,7.0,1.0,19.0,11.0,8.0,0.0,2.0,3.0,0.0,5.0,9.0,16.0,0.0,1.0,5.0,5.0,54%,46%,8.0,2.0,2.0,1.0,3.0,1.0,3.0,0.0,11.0,9.0,2.0,0.0,2.0,2.0,0.0,2.0,7.0,9.0,3.0,3.0,66%,34%,19.0,3.0,4.0,0.0,11.0,2.0,4.0,1.0,8.0,2.0,6.0,0.0,0.0,1.0,0.0,3.0,2.0,7.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-12-05-Dep. La Coruna-Sevilla,laliga,home,Dep. La Coruna,Sevilla,05.12.2015,1,1,2015-2016,44%,56%,8.0,8.0,4.0,2.0,2.0,5.0,2.0,1.0,10.0,11.0,6.0,2.0,1.0,1.0,1.0,3.0,10.0,9.0,0.0,0.0,2.0,3.0,44%,56%,3.0,5.0,2.0,0.0,1.0,4.0,0.0,1.0,4.0,5.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,3.0,1.0,1.0,44%,56%,5.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,6.0,6.0,5.0,0.0,0.0,0.0,1.0,2.0,6.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-12-05-Granada CF-Atl. Madrid,laliga,home,Granada CF,Atl. Madrid,05.12.2015,0,2,2015-2016,45%,55%,18.0,11.0,3.0,4.0,11.0,5.0,4.0,2.0,11.0,7.0,6.0,8.0,0.0,3.0,2.0,3.0,7.0,8.0,0.0,0.0,2.0,1.0,42%,58%,7.0,6.0,1.0,2.0,4.0,2.0,2.0,2.0,7.0,5.0,2.0,2.0,0.0,2.0,1.0,1.0,5.0,5.0,2.0,1.0,49%,51%,11.0,5.0,2.0,2.0,7.0,3.0,2.0,0.0,4.0,2.0,4.0,6.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-12-05-Real Madrid-Getafe,laliga,home,Real Madrid,Getafe,05.12.2015,4,1,2015-2016,62%,38%,16.0,7.0,8.0,3.0,5.0,2.0,3.0,2.0,10.0,9.0,3.0,4.0,2.0,0.0,2.0,4.0,9.0,12.0,0.0,0.0,1.0,0.0,63%,37%,12.0,4.0,7.0,1.0,4.0,2.0,1.0,1.0,7.0,4.0,2.0,1.0,0.0,0.0,1.0,3.0,4.0,7.0,1.0,0.0,61%,39%,4.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,3.0,5.0,1.0,3.0,2.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-12-05-Valencia-Barcelona,laliga,home,Valencia,Barcelona,05.12.2015,1,1,2015-2016,29%,71%,10.0,16.0,3.0,5.0,4.0,5.0,3.0,6.0,18.0,13.0,0.0,6.0,0.0,3.0,4.0,2.0,13.0,15.0,0.0,0.0,3.0,1.0,32%,68%,4.0,9.0,0.0,1.0,2.0,4.0,2.0,4.0,8.0,8.0,0.0,2.0,0.0,1.0,1.0,0.0,8.0,7.0,0.0,1.0,26%,74%,6.0,7.0,3.0,4.0,2.0,1.0,1.0,2.0,10.0,5.0,0.0,4.0,0.0,2.0,3.0,2.0,5.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-12-06-Ath Bilbao-Malaga,laliga,home,Ath Bilbao,Malaga,06.12.2015,0,0,2015-2016,45%,55%,11.0,7.0,2.0,2.0,6.0,5.0,3.0,0.0,24.0,12.0,6.0,1.0,5.0,3.0,2.0,2.0,7.0,21.0,1.0,0.0,2.0,3.0,50%,50%,7.0,5.0,1.0,2.0,4.0,3.0,2.0,0.0,11.0,4.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,9.0,2.0,1.0,40%,60%,4.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,13.0,8.0,6.0,0.0,4.0,1.0,0.0,1.0,4.0,12.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-12-06-Gijon-Las Palmas,laliga,home,Gijon,Las Palmas,06.12.2015,3,1,2015-2016,33%,67%,21.0,12.0,9.0,7.0,6.0,2.0,6.0,3.0,11.0,17.0,8.0,4.0,8.0,1.0,6.0,6.0,9.0,10.0,0.0,1.0,2.0,3.0,32%,68%,14.0,8.0,5.0,5.0,4.0,0.0,5.0,3.0,4.0,7.0,4.0,2.0,4.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,34%,66%,7.0,4.0,4.0,2.0,2.0,2.0,1.0,0.0,7.0,10.0,4.0,2.0,4.0,0.0,2.0,2.0,6.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-12-06-Real Sociedad-Eibar,laliga,home,Real Sociedad,Eibar,06.12.2015,2,1,2015-2016,65%,35%,10.0,5.0,7.0,1.0,3.0,3.0,0.0,1.0,19.0,11.0,4.0,3.0,1.0,4.0,0.0,5.0,12.0,16.0,0.0,0.0,3.0,3.0,65%,35%,3.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,8.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,3.0,5.0,0.0,1.0,65%,35%,7.0,2.0,5.0,0.0,2.0,1.0,0.0,1.0,11.0,8.0,2.0,1.0,1.0,1.0,0.0,4.0,9.0,11.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-12-06-Villarreal-Rayo Vallecano,laliga,home,Villarreal,Rayo Vallecano,06.12.2015,2,1,2015-2016,46%,54%,14.0,8.0,5.0,4.0,6.0,2.0,3.0,2.0,19.0,18.0,5.0,4.0,4.0,6.0,3.0,3.0,16.0,14.0,0.0,0.0,1.0,4.0,47%,53%,10.0,4.0,3.0,2.0,5.0,0.0,2.0,2.0,10.0,13.0,4.0,1.0,2.0,4.0,1.0,3.0,12.0,6.0,1.0,1.0,45%,55%,4.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,9.0,5.0,1.0,3.0,2.0,2.0,2.0,0.0,4.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-12-07-Espanyol-Levante,laliga,home,Espanyol,Levante,07.12.2015,1,1,2015-2016,56%,44%,9.0,12.0,1.0,5.0,5.0,4.0,3.0,3.0,18.0,16.0,2.0,6.0,6.0,3.0,4.0,0.0,13.0,14.0,0.0,0.0,4.0,5.0,60%,40%,3.0,7.0,0.0,3.0,3.0,3.0,0.0,1.0,10.0,7.0,1.0,5.0,2.0,2.0,2.0,0.0,6.0,8.0,1.0,1.0,52%,48%,6.0,5.0,1.0,2.0,2.0,1.0,3.0,2.0,8.0,9.0,1.0,1.0,4.0,1.0,2.0,0.0,7.0,6.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-12-11-Getafe-Real Sociedad,laliga,home,Getafe,Real Sociedad,11.12.2015,1,1,2015-2016,38%,62%,9.0,10.0,5.0,6.0,2.0,3.0,2.0,1.0,12.0,17.0,5.0,5.0,2.0,0.0,5.0,4.0,15.0,12.0,0.0,0.0,3.0,3.0,36%,64%,3.0,6.0,3.0,3.0,0.0,2.0,0.0,1.0,7.0,8.0,4.0,2.0,1.0,0.0,3.0,3.0,7.0,7.0,1.0,1.0,40%,60%,6.0,4.0,2.0,3.0,2.0,1.0,2.0,0.0,5.0,9.0,1.0,3.0,1.0,0.0,2.0,1.0,8.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-12-12-Barcelona-Dep. La Coruna,laliga,home,Barcelona,Dep. La Coruna,12.12.2015,2,2,2015-2016,69%,31%,17.0,13.0,7.0,4.0,8.0,7.0,2.0,2.0,17.0,8.0,6.0,2.0,4.0,6.0,2.0,5.0,4.0,11.0,0.0,0.0,0.0,2.0,71%,29%,10.0,2.0,4.0,1.0,6.0,1.0,0.0,0.0,8.0,5.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,5.0,0.0,1.0,67%,33%,7.0,11.0,3.0,3.0,2.0,6.0,2.0,2.0,9.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-12-12-Celta Vigo-Espanyol,laliga,home,Celta Vigo,Espanyol,12.12.2015,1,0,2015-2016,51%,49%,16.0,6.0,3.0,2.0,10.0,3.0,3.0,1.0,25.0,18.0,4.0,9.0,6.0,2.0,2.0,2.0,13.0,23.0,1.0,0.0,5.0,2.0,60%,40%,8.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,13.0,11.0,4.0,3.0,5.0,1.0,1.0,1.0,7.0,12.0,2.0,2.0,42%,58%,8.0,5.0,1.0,1.0,6.0,3.0,1.0,1.0,12.0,7.0,0.0,6.0,1.0,1.0,1.0,1.0,6.0,11.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-12-12-Las Palmas-Betis,laliga,home,Las Palmas,Betis,12.12.2015,1,0,2015-2016,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-12-12-Levante-Granada CF,laliga,home,Levante,Granada CF,12.12.2015,1,2,2015-2016,52%,48%,7.0,8.0,5.0,3.0,1.0,3.0,1.0,2.0,31.0,26.0,2.0,1.0,2.0,4.0,1.0,4.0,25.0,27.0,0.0,0.0,2.0,2.0,47%,53%,1.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,14.0,13.0,0.0,1.0,0.0,3.0,1.0,1.0,13.0,11.0,0.0,0.0,57%,43%,6.0,5.0,4.0,2.0,1.0,1.0,1.0,2.0,17.0,13.0,2.0,0.0,2.0,1.0,0.0,3.0,12.0,16.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-12-12-Sevilla-Gijon,laliga,home,Sevilla,Gijon,12.12.2015,2,0,2015-2016,71%,29%,18.0,4.0,7.0,1.0,8.0,3.0,3.0,0.0,8.0,12.0,3.0,1.0,1.0,0.0,1.0,5.0,13.0,10.0,0.0,1.0,3.0,4.0,72%,28%,5.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0,6.0,6.0,2.0,1.0,0.0,0.0,1.0,1.0,8.0,7.0,1.0,1.0,70%,30%,13.0,1.0,6.0,0.0,5.0,1.0,2.0,0.0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,4.0,5.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-12-13-Atl. Madrid-Ath Bilbao,laliga,home,Atl. Madrid,Ath Bilbao,13.12.2015,2,1,2015-2016,47%,53%,8.0,10.0,4.0,5.0,2.0,3.0,2.0,2.0,11.0,15.0,3.0,6.0,3.0,2.0,4.0,2.0,13.0,10.0,0.0,0.0,1.0,1.0,57%,43%,5.0,5.0,2.0,4.0,1.0,0.0,2.0,1.0,5.0,6.0,3.0,2.0,2.0,0.0,3.0,1.0,4.0,6.0,0.0,0.0,37%,63%,3.0,5.0,2.0,1.0,1.0,3.0,0.0,1.0,6.0,9.0,0.0,4.0,1.0,2.0,1.0,1.0,9.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-12-13-Eibar-Valencia,laliga,home,Eibar,Valencia,13.12.2015,1,1,2015-2016,52%,48%,14.0,6.0,5.0,1.0,5.0,3.0,4.0,2.0,13.0,21.0,9.0,2.0,3.0,0.0,0.0,4.0,20.0,14.0,1.0,1.0,4.0,4.0,55%,45%,7.0,1.0,2.0,0.0,1.0,1.0,4.0,0.0,7.0,8.0,5.0,1.0,2.0,0.0,0.0,1.0,7.0,7.0,1.0,1.0,49%,51%,7.0,5.0,3.0,1.0,4.0,2.0,0.0,2.0,6.0,13.0,4.0,1.0,1.0,0.0,0.0,3.0,13.0,7.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-12-13-Rayo Vallecano-Malaga,laliga,home,Rayo Vallecano,Malaga,13.12.2015,1,2,2015-2016,53%,47%,13.0,15.0,3.0,5.0,6.0,4.0,4.0,6.0,18.0,18.0,6.0,7.0,7.0,4.0,3.0,2.0,13.0,17.0,0.0,0.0,1.0,2.0,54%,46%,7.0,6.0,2.0,0.0,2.0,2.0,3.0,4.0,13.0,7.0,4.0,3.0,2.0,4.0,0.0,1.0,5.0,9.0,0.0,2.0,52%,48%,6.0,9.0,1.0,5.0,4.0,2.0,1.0,2.0,5.0,11.0,2.0,4.0,5.0,0.0,3.0,1.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
