match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Yellow Cards,opponent 1st half Yellow Cards,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,Match Red Cards,opponent Match Red Cards,1st half Red Cards,opponent 1st half Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Blocked Shots,opponent Match Blocked Shots,1st half Blocked Shots,opponent 1st half Blocked Shots,2nd half Blocked Shots,opponent 2nd half Blocked Shots,Match Pass Success %,opponent Match Pass Success %,Match Total Passes,opponent Match Total Passes,Match Completed Passes,opponent Match Completed Passes,Match Tackles,opponent Match Tackles,2nd half Pass Success %,opponent 2nd half Pass Success %,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Completed Passes,opponent 2nd half Completed Passes,2nd half Tackles,opponent 2nd half Tackles,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
ligue-1-2016-2017-2016-11-19-Bastia-Montpellier,ligue-1,home,Bastia,Montpellier,19.11.2016,1,1,2016-2017,44%,56%,16.0,11.0,3.0,4.0,8.0,5.0,0.0,0.0,5.0,6.0,1.0,2.0,3.0,2.0,15.0,14.0,2.0,0.0,38%,62%,11.0,4.0,2.0,2.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,2.0,1.0,7.0,4.0,0.0,0.0,50%,50%,5.0,7.0,1.0,2.0,4.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,8.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-19-Nancy-Dijon,ligue-1,home,Nancy,Dijon,19.11.2016,1,0,2016-2017,54%,46%,13.0,12.0,4.0,5.0,6.0,6.0,0.0,0.0,7.0,8.0,0.0,1.0,5.0,3.0,17.0,22.0,1.0,3.0,56%,44%,7.0,6.0,3.0,3.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,1.0,3.0,3.0,6.0,11.0,1.0,1.0,52%,48%,6.0,6.0,1.0,2.0,4.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,0.0,11.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-19-Paris SG-Nantes,ligue-1,home,Paris SG,Nantes,19.11.2016,2,0,2016-2017,70%,30%,10.0,12.0,5.0,1.0,4.0,9.0,0.0,0.0,4.0,5.0,2.0,3.0,1.0,3.0,9.0,9.0,0.0,1.0,73%,27%,3.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,1.0,5.0,5.0,0.0,0.0,67%,33%,7.0,9.0,3.0,0.0,3.0,7.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-19-Rennes-Angers,ligue-1,home,Rennes,Angers,19.11.2016,1,1,2016-2017,58%,42%,11.0,7.0,2.0,4.0,5.0,1.0,0.0,0.0,6.0,2.0,3.0,2.0,3.0,1.0,10.0,13.0,2.0,2.0,59%,41%,4.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,1.0,4.0,6.0,0.0,1.0,57%,43%,7.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,6.0,7.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-19-Toulouse-Metz,ligue-1,home,Toulouse,Metz,19.11.2016,1,2,2016-2017,56%,44%,15.0,4.0,4.0,2.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,13.0,14.0,0.0,1.0,54%,46%,6.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,7.0,0.0,1.0,58%,42%,9.0,2.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-20-Guingamp-Bordeaux,ligue-1,home,Guingamp,Bordeaux,20.11.2016,1,1,2016-2017,56%,44%,16.0,8.0,4.0,3.0,9.0,3.0,0.0,0.0,7.0,2.0,0.0,1.0,2.0,3.0,13.0,16.0,2.0,1.0,54%,46%,4.0,3.0,0.0,1.0,3.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,1.0,58%,42%,12.0,5.0,4.0,2.0,6.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,3.0,6.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-20-Marseille-Caen,ligue-1,home,Marseille,Caen,20.11.2016,1,0,2016-2017,64%,36%,14.0,3.0,1.0,0.0,10.0,1.0,0.0,0.0,8.0,2.0,0.0,2.0,0.0,0.0,18.0,16.0,2.0,1.0,71%,29%,7.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,12.0,8.0,2.0,1.0,57%,43%,7.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-20-St Etienne-Nice,ligue-1,home,St Etienne,Nice,20.11.2016,0,1,2016-2017,36%,64%,8.0,15.0,1.0,5.0,7.0,8.0,0.0,0.0,1.0,4.0,3.0,1.0,4.0,1.0,12.0,9.0,3.0,1.0,36%,64%,4.0,6.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,6.0,3.0,1.0,0.0,36%,64%,4.0,9.0,0.0,4.0,4.0,5.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,6.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-25-Rennes-Toulouse,ligue-1,home,Rennes,Toulouse,25.11.2016,1,0,2016-2017,46%,54%,11.0,12.0,3.0,3.0,6.0,6.0,0.0,0.0,4.0,4.0,6.0,1.0,3.0,2.0,14.0,19.0,3.0,3.0,42%,58%,5.0,6.0,1.0,1.0,2.0,3.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,8.0,8.0,1.0,1.0,50%,50%,6.0,6.0,2.0,2.0,4.0,3.0,0.0,0.0,1.0,2.0,4.0,1.0,2.0,2.0,6.0,11.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-26-Bordeaux-Dijon,ligue-1,home,Bordeaux,Dijon,26.11.2016,3,2,2016-2017,56%,44%,14.0,9.0,6.0,6.0,5.0,1.0,0.0,0.0,6.0,4.0,3.0,1.0,4.0,3.0,14.0,13.0,0.0,2.0,63%,37%,6.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,7.0,0.0,0.0,49%,51%,8.0,6.0,4.0,3.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,11.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-26-Caen-Guingamp,ligue-1,home,Caen,Guingamp,26.11.2016,1,1,2016-2017,51%,49%,18.0,11.0,4.0,4.0,6.0,5.0,0.0,0.0,5.0,2.0,1.0,1.0,3.0,3.0,11.0,18.0,0.0,2.0,47%,53%,3.0,3.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,7.0,8.0,0.0,1.0,55%,45%,15.0,8.0,4.0,3.0,3.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,3.0,4.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-26-Metz-Lorient,ligue-1,home,Metz,Lorient,26.11.2016,3,3,2016-2017,53%,47%,11.0,10.0,6.0,6.0,5.0,2.0,0.0,0.0,6.0,3.0,3.0,0.0,3.0,3.0,10.0,18.0,2.0,2.0,51%,49%,5.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,7.0,1.0,0.0,55%,45%,6.0,8.0,3.0,4.0,3.0,2.0,0.0,0.0,5.0,2.0,3.0,0.0,2.0,1.0,6.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-26-Monaco-Marseille,ligue-1,home,Monaco,Marseille,26.11.2016,4,0,2016-2017,57%,43%,15.0,9.0,9.0,3.0,4.0,2.0,0.0,0.0,3.0,4.0,0.0,1.0,3.0,5.0,5.0,9.0,1.0,2.0,53%,47%,4.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,6.0,1.0,2.0,61%,39%,11.0,5.0,6.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-26-Montpellier-Nancy,ligue-1,home,Montpellier,Nancy,26.11.2016,0,0,2016-2017,58%,42%,12.0,5.0,4.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,0.0,5.0,2.0,4.0,5.0,16.0,3.0,3.0,56%,44%,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,2.0,8.0,0.0,1.0,60%,40%,10.0,3.0,3.0,0.0,5.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,3.0,8.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-26-Nantes-Lille,ligue-1,home,Nantes,Lille,26.11.2016,0,0,2016-2017,58%,42%,8.0,9.0,1.0,3.0,4.0,3.0,0.0,0.0,4.0,3.0,2.0,2.0,3.0,1.0,22.0,11.0,1.0,2.0,52%,48%,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,11.0,5.0,0.0,1.0,64%,36%,5.0,6.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,1.0,11.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-27-Angers-St Etienne,ligue-1,home,Angers,St Etienne,27.11.2016,1,2,2016-2017,45%,55%,14.0,8.0,6.0,5.0,4.0,2.0,0.0,0.0,6.0,5.0,0.0,5.0,3.0,5.0,21.0,11.0,3.0,3.0,41%,59%,6.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,2.0,10.0,4.0,1.0,2.0,49%,51%,8.0,5.0,3.0,3.0,3.0,1.0,0.0,0.0,2.0,3.0,0.0,5.0,1.0,3.0,11.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-27-Lyon-Paris SG,ligue-1,home,Lyon,Paris SG,27.11.2016,1,2,2016-2017,46%,54%,14.0,11.0,3.0,5.0,6.0,4.0,0.0,0.0,6.0,8.0,0.0,2.0,3.0,2.0,8.0,17.0,1.0,6.0,38%,62%,1.0,7.0,0.0,3.0,1.0,3.0,0.0,0.0,2.0,7.0,0.0,0.0,2.0,0.0,3.0,7.0,1.0,2.0,54%,46%,13.0,4.0,3.0,2.0,5.0,1.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,2.0,5.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-27-Nice-Bastia,ligue-1,home,Nice,Bastia,27.11.2016,1,1,2016-2017,64%,36%,11.0,11.0,7.0,2.0,4.0,8.0,0.0,0.0,5.0,4.0,5.0,1.0,1.0,6.0,10.0,16.0,0.0,3.0,68%,32%,5.0,5.0,4.0,0.0,1.0,5.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,3.0,6.0,9.0,0.0,2.0,60%,40%,6.0,6.0,3.0,2.0,3.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,3.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-29-Dijon-Monaco,ligue-1,home,Dijon,Monaco,29.11.2016,1,1,2016-2017,54%,46%,11.0,9.0,2.0,4.0,5.0,3.0,0.0,0.0,6.0,4.0,5.0,3.0,3.0,1.0,7.0,12.0,2.0,0.0,50%,50%,4.0,6.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,5.0,8.0,1.0,0.0,58%,42%,7.0,3.0,2.0,1.0,4.0,1.0,0.0,0.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-29-Lille-Caen,ligue-1,home,Lille,Caen,29.11.2016,4,2,2016-2017,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-29-Lorient-Rennes,ligue-1,home,Lorient,Rennes,29.11.2016,2,1,2016-2017,44%,56%,10.0,15.0,3.0,8.0,4.0,5.0,0.0,0.0,2.0,3.0,3.0,4.0,7.0,1.0,15.0,11.0,1.0,1.0,53%,47%,6.0,6.0,2.0,4.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,6.0,1.0,0.0,34%,66%,4.0,9.0,1.0,4.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,0.0,11.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-30-Bastia-Bordeaux,ligue-1,home,Bastia,Bordeaux,30.11.2016,1,1,2016-2017,50%,50%,13.0,8.0,6.0,3.0,5.0,3.0,0.0,0.0,6.0,4.0,2.0,7.0,2.0,5.0,7.0,13.0,2.0,4.0,52%,48%,5.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,3.0,2.0,4.0,1.0,2.0,48%,52%,8.0,5.0,3.0,3.0,4.0,1.0,0.0,0.0,3.0,4.0,0.0,4.0,2.0,2.0,5.0,9.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-30-Guingamp-Nice,ligue-1,home,Guingamp,Nice,30.11.2016,0,1,2016-2017,49%,51%,11.0,12.0,5.0,4.0,4.0,5.0,0.0,0.0,9.0,3.0,4.0,2.0,3.0,5.0,18.0,16.0,2.0,1.0,48%,52%,4.0,6.0,2.0,2.0,2.0,3.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,2.0,8.0,6.0,0.0,0.0,50%,50%,7.0,6.0,3.0,2.0,2.0,2.0,0.0,0.0,5.0,2.0,2.0,2.0,2.0,3.0,10.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-30-Nancy-Metz,ligue-1,home,Nancy,Metz,30.11.2016,4,0,2016-2017,52%,48%,17.0,8.0,7.0,4.0,9.0,4.0,0.0,0.0,6.0,3.0,1.0,2.0,4.0,3.0,16.0,14.0,5.0,4.0,61%,39%,8.0,4.0,3.0,1.0,5.0,3.0,0.0,0.0,5.0,3.0,0.0,1.0,1.0,2.0,8.0,7.0,2.0,1.0,43%,57%,9.0,4.0,4.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,8.0,7.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-30-Nantes-Lyon,ligue-1,home,Nantes,Lyon,30.11.2016,0,6,2016-2017,37%,63%,12.0,20.0,1.0,9.0,9.0,5.0,0.0,0.0,5.0,10.0,3.0,0.0,3.0,1.0,11.0,11.0,1.0,1.0,30%,70%,6.0,11.0,0.0,5.0,5.0,3.0,0.0,0.0,2.0,5.0,2.0,0.0,2.0,0.0,6.0,4.0,1.0,0.0,44%,56%,6.0,9.0,1.0,4.0,4.0,2.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,1.0,5.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-30-Paris SG-Angers,ligue-1,home,Paris SG,Angers,30.11.2016,2,0,2016-2017,60%,40%,14.0,14.0,4.0,3.0,6.0,5.0,0.0,0.0,10.0,4.0,9.0,3.0,3.0,2.0,12.0,8.0,2.0,1.0,69%,31%,5.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,1.0,7.0,1.0,2.0,1.0,5.0,1.0,0.0,0.0,51%,49%,9.0,9.0,2.0,1.0,4.0,3.0,0.0,0.0,6.0,3.0,2.0,2.0,1.0,1.0,7.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-30-St Etienne-Marseille,ligue-1,home,St Etienne,Marseille,30.11.2016,0,0,2016-2017,37%,63%,7.0,13.0,3.0,7.0,3.0,4.0,0.0,0.0,2.0,2.0,3.0,3.0,7.0,3.0,5.0,12.0,0.0,1.0,40%,60%,4.0,6.0,1.0,5.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,5.0,1.0,4.0,5.0,0.0,0.0,34%,66%,3.0,7.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-11-30-Toulouse-Montpellier,ligue-1,home,Toulouse,Montpellier,30.11.2016,1,0,2016-2017,45%,55%,5.0,11.0,3.0,2.0,0.0,8.0,0.0,0.0,1.0,6.0,4.0,5.0,2.0,2.0,14.0,12.0,2.0,3.0,45%,55%,5.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,2.0,5.0,5.0,0.0,1.0,45%,55%,0.0,8.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,5.0,1.0,3.0,2.0,0.0,9.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-12-02-Caen-Dijon,ligue-1,home,Caen,Dijon,02.12.2016,3,3,2016-2017,54%,46%,16.0,13.0,9.0,4.0,5.0,6.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,6.0,15.0,16.0,4.0,4.0,51%,49%,9.0,4.0,5.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,5.0,8.0,1.0,2.0,57%,43%,7.0,9.0,4.0,2.0,2.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,10.0,8.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-12-03-Angers-Lorient,ligue-1,home,Angers,Lorient,03.12.2016,2,2,2016-2017,48%,52%,19.0,13.0,5.0,5.0,10.0,3.0,0.0,0.0,6.0,11.0,1.0,2.0,3.0,3.0,5.0,9.0,0.0,1.0,53%,47%,10.0,7.0,3.0,3.0,5.0,1.0,0.0,0.0,4.0,7.0,0.0,2.0,2.0,2.0,4.0,5.0,0.0,1.0,43%,57%,9.0,6.0,2.0,2.0,5.0,2.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
